id	type	x	y	z	theta	gyokaku	range	spotAngle	intensity	color
1	spot	-361.81578947368416	103.5	348.4	0	0	200	90	1.7	0.9524696365683025,0.8578368038831742,0.9029950153020725,1
2	spot	0	103.5	681.9	0	0	200	90	1.7	0.9524696365683025,0.8578368038831742,0.9029950153020725,1
3	spot	321.85789473684207	103.5	359.2	0	0	200	90	1.7	0.9524696365683025,0.8578368038831742,0.9029950153020725,1
3	spot	-293.68631578947367	103.5	722.0999999999999	40	270	200	25	2.0	0.9524696365683025,0.8578368038831742,0.9029950153020725,1
4	spot	-144.3431578947368	103.5	722.0999999999999	40	270	200	25	2.0	0.9524696365683025,0.8578368038831742,0.9029950153020725,1
5	spot	5.000000000000057	103.5	722.0999999999999	40	270	200	25	2.0	0.9524696365683025,0.8578368038831742,0.9029950153020725,1
6	spot	154.34315789473686	103.5	722.0999999999999	40	270	200	25	2.0	0.9524696365683025,0.8578368038831742,0.9029950153020725,1
7	spot	328.35789473684207	103.5	780.238404	40	0	200	25	2.0	0.9524696365683025,0.8578368038831742,0.9029950153020725,1
8	spot	328.35789473684207	103.5	694.8520919999999	40	0	200	25	2.0	0.9524696365683025,0.8578368038831742,0.9029950153020725,1
9	spot	328.35789473684207	103.5	609.4657799999999	40	0	200	25	2.0	0.9524696365683025,0.8578368038831742,0.9029950153020725,1
10	spot	328.35789473684207	103.5	524.0794679999999	40	0	200	25	2.0	0.9524696365683025,0.8578368038831742,0.9029950153020725,1
11	spot	328.35789473684207	103.5	438.69315599999993	40	0	200	25	2.0	0.9524696365683025,0.8578368038831742,0.9029950153020725,1
12	spot	328.35789473684207	103.5	353.3068439999999	40	0	200	25	2.0	0.9524696365683025,0.8578368038831742,0.9029950153020725,1
13	spot	328.35789473684207	103.5	267.9205319999998	40	0	200	25	2.0	0.9524696365683025,0.8578368038831742,0.9029950153020725,1
14	spot	328.35789473684207	103.5	182.53421999999995	40	0	200	25	2.0	0.9524696365683025,0.8578368038831742,0.9029950153020725,1
15	spot	328.35789473684207	103.5	97.14790799999986	40	0	200	25	2.0	0.9524696365683025,0.8578368038831742,0.9029950153020725,1
16	spot	328.35789473684207	103.5	11.761595999999997	40	0	200	25	2.0	0.9524696365683025,0.8578368038831742,0.9029950153020725,1
17	spot	-164.17894736842103	103.5	388.11959999999993	60	180	200	40	3.6	0.9524696365683025,0.8578368038831742,0.9029950153020725,1
