ID	data	wallCenter	wallRight	wallUp	wallFront	x	y	z	size	frameTitle	parent	uniqueCode
1	./Images/78281/title_panel.png	-25.0,28.656,12	0,0,1	0,1,0	-1,0,0	0	-2.600999	0.2	1.4	none(caption)	4:3	22
1	./Images/78281/title_panel.png	-25.0,28.656,12	0,0,1	0,1,0	-1,0,0	0	-2.600999	0.2	1.4	none(caption)	4:3	22
1	./Images/78281/word_cloud.png	0,38,175.9203947368421	1,0,0	0,1,0	0,0,1	0	5	0.2	4	Wooden_thin2	-1:-1	23
2	./Images/78281/Shin-Shiraoka Station West Entrance 1.JPG	-48.75,38,89.47368421052632	0,0,1	0,1,0	-1,0,0	-57.06140350877193	0	0.2	1.2426900584795322	Wooden_thin	-1:-1	3
3	./Images/78281/caption/caption0.png	-48.75,38,89.47368421052632	0,0,1	0,1,0	-1,0,0	-47.84795321637427	-10	0.3	0.5	none(caption)	-1:-1	4
4	./Images/78281/Shin-Shiraoka Station East Entrance 1.JPG	-48.75,38,89.47368421052632	0,0,1	0,1,0	-1,0,0	-32.23684210526316	0	0.2	1.2426900584795322	Wooden_thin	-1:-1	5
5	./Images/78281/caption/caption1.png	-48.75,38,89.47368421052632	0,0,1	0,1,0	-1,0,0	-23.023391812865498	-10	0.3	0.5	none(caption)	-1:-1	6
6	./Images/78281/JR Tohoku-Main-Line Shin-Shiraoka Station Gates.jpg	-48.75,38,89.47368421052632	0,0,1	0,1,0	-1,0,0	-7.4122807017543835	0	0.2	1.2426900584795322	Wooden_thin	-1:-1	7
7	./Images/78281/caption/caption2.png	-48.75,38,89.47368421052632	0,0,1	0,1,0	-1,0,0	1.8011695906432772	-10	0.3	0.5	none(caption)	-1:-1	8
8	./Images/78281/Shin-Shiraoka Station Premises.JPG	-48.75,38,89.47368421052632	0,0,1	0,1,0	-1,0,0	17.412280701754383	0	0.2	1.2426900584795322	Wooden_thin	-1:-1	9
9	./Images/78281/caption/caption3.png	-48.75,38,89.47368421052632	0,0,1	0,1,0	-1,0,0	26.625730994152043	-10	0.3	0.5	none(caption)	-1:-1	10
10	./Images/78281/Shin-Shiraoka Station East side district.JPG	-48.75,38,89.47368421052632	0,0,1	0,1,0	-1,0,0	42.23684210526315	0	0.2	1.2426900584795322	Wooden_thin	-1:-1	11
11	./Images/78281/caption/caption4.png	-48.75,38,89.47368421052632	0,0,1	0,1,0	-1,0,0	51.45029239766081	-10	0.3	0.5	none(caption)	-1:-1	12
12	./Images/78281/Shin-Shiraoka Station West side district.JPG	-48.75,38,89.47368421052632	0,0,1	0,1,0	-1,0,0	67.06140350877193	0	0.2	1.2426900584795322	Wooden_thin	-1:-1	13
13	./Images/78281/caption/caption5.png	-48.75,38,89.47368421052632	0,0,1	0,1,0	-1,0,0	76.2748538011696	-10	0.3	0.5	none(caption)	-1:-1	14
14	Images/78281/table/fixed_のりば.png	48.75,38,89.47368421052632	0,0,-1	0,1,0	1,0,0	44.73684210526316	0	0.2	2.1	Wooden_thin	-1:-1	15
15	Images/78281/table/fixed_利用状況.png	48.75,38,89.47368421052632	0,0,-1	0,1,0	1,0,0	-44.736842105263165	0	0.2	2.3625	Wooden_thin	-1:-1	16
