id	type	x	y	z	theta	gyokaku	range	spotAngle	intensity	color
1	spot	30.0	103.5	36.5	0	0	200	90	2.0	0.9309725285405932,0.992048306528347,0.7225514713515758,1
2	spot	87.68421052631578	103.5	101.8	0	0	200	90	2.0	0.9309725285405932,0.992048306528347,0.7225514713515758,1
3	spot	30.0	103.5	167.1	0	0	200	75	2.0	0.9309725285405932,0.992048306528347,0.7225514713515758,1
3	spot	-67.78947368421052	103.5	186.978947368421	40	270	200	30	3.6	0.9309725285405932,0.992048306528347,0.7225514713515758,1
4	spot	5.0	103.5	186.978947368421	40	270	200	30	3.6	0.9309725285405932,0.992048306528347,0.7225514713515758,1
5	spot	77.78947368421052	103.5	186.978947368421	40	270	200	30	3.6	0.9309725285405932,0.992048306528347,0.7225514713515758,1
6	spot	64.18421052631578	103.5	207.5873684210526	40	0	200	30	3.6	0.9309725285405932,0.992048306528347,0.7225514713515758,1
7	spot	64.18421052631578	103.5	125.05263157894734	40	0	200	30	3.6	0.9309725285405932,0.992048306528347,0.7225514713515758,1
8	spot	64.18421052631578	103.5	42.517894736842095	40	0	200	30	3.6	0.9309725285405932,0.992048306528347,0.7225514713515758,1
9	spot	0	103.5	123.80210526315787	60	180	200	40	3.6	0.9309725285405932,0.992048306528347,0.7225514713515758,1
