ID	data	wallCenter	wallRight	wallUp	wallFront	x	y	z	size	frameTitle	parent	uniqueCode
1	./Images/2330494/title_panel.png	-29.15789473684211,28.656,31.5	1,0,0	0,1,0	0,0,1	0	-2.600999	0.2	1.4	none(caption)	4:3	22
1	./Images/2330494/title_panel.png	-29.15789473684211,28.656,31.5	1,0,0	0,1,0	0,0,1	0	-2.600999	0.2	1.4	none(caption)	4:3	22
1	./Images/2330494/word_cloud.png	-116.17894736842106,38,115.67368421052629	0,0,1	0,1,0	-1,0,0	0	5	0.2	4	Wooden_thin2	-1:-1	23
2	./Images/2330494/Sirhenryclinton2.jpg	0,38,230.7631578947368	1,0,0	0,1,0	0,0,1	-45.58947368421053	-10	0.2	2.6555023923444967	Wooden_thin	-1:-1	3
3	./Images/2330494/caption/caption0.png	0,38,230.7631578947368	1,0,0	0,1,0	0,0,1	-29.31196172248805	-20	0.2	0.5	none(caption)	-1:-1	4
4	./Images/2330494/Washington at Roebling n S 5th Billyburg jeh.JPG	0,38,230.7631578947368	1,0,0	0,1,0	0,0,1	55.58947368421053	-10	0.2	2.6555023923444967	Wooden_thin	-1:-1	5
5	./Images/2330494/caption/caption1.png	0,38,230.7631578947368	1,0,0	0,1,0	0,0,1	71.86698564593301	-20	0.2	0.5	none(caption)	-1:-1	6
6	./Images/2330494/Manhattan1781.jpg	116.17894736842106,38,116.84210526315788	0,0,-1	0,1,0	1,0,0	57.836842105263145	-10	0.2	3	Wooden_thin	-1:-1	7
7	./Images/2330494/caption/caption2.png	116.17894736842106,38,116.84210526315788	0,0,-1	0,1,0	1,0,0	75.83684210526314	-20	0.2	0.5	none(caption)	-1:-1	8
8	./Images/2330494/Israel putnam portrait.jpg	116.17894736842106,38,116.84210526315788	0,0,-1	0,1,0	1,0,0	-57.836842105263145	-10	0.2	3	Wooden_thin	-1:-1	9
9	./Images/2330494/caption/caption3.png	116.17894736842106,38,116.84210526315788	0,0,-1	0,1,0	1,0,0	-39.836842105263145	-20	0.2	0.5	none(caption)	-1:-1	10
