id	type	x	y	z	theta	gyokaku	range	spotAngle	intensity	color
1	spot	30.0	103.5	36.5	0	0	200	90	1.7	0.786553199151776,0.8115067110031656,0.7854173330184568,1
2	spot	183.74736842105264	103.5	140.8	0	0	200	90	1.7	0.786553199151776,0.8115067110031656,0.7854173330184568,1
3	spot	30.0	103.5	245.1	0	0	200	90	1.7	0.786553199151776,0.8115067110031656,0.7854173330184568,1
4	spot	-138.67315789473685	103.5	268.05789473684206	40	270	200	45	2.0	0.786553199151776,0.8115067110031656,0.7854173330184568,1
6	spot	-56.574210526315795	103.5	268.05789473684206	40	270	200	45	2.0	0.786553199151776,0.8115067110031656,0.7854173330184568,1
8	spot	25.524736842105227	103.5	268.05789473684206	40	270	200	45	2.0	0.786553199151776,0.8115067110031656,0.7854173330184568,1
10	spot	107.6236842105263	103.5	268.05789473684206	40	270	200	45	2.0	0.786553199151776,0.8115067110031656,0.7854173330184568,1
12	spot	189.72263157894733	103.5	268.05789473684206	40	270	200	45	2.0	0.786553199151776,0.8115067110031656,0.7854173330184568,1
14	spot	160.24736842105264	103.5	166.1052631578947	40	0	200	45	2.0	0.786553199151776,0.8115067110031656,0.7854173330184568,1
16	spot	0	103.5	164.44421052631577	60	180	200	40	3.6	0.786553199151776,0.8115067110031656,0.7854173330184568,1
