id	type	x	y	z	theta	gyokaku	range	spotAngle	intensity	color
1	spot	-255.07894736842104	103.5	247.0	0	0	200	90	1.7	0.7332833296751429,0.9007088901487295,0.91548742891379,1
2	spot	0	103.5	401.1	0	0	200	90	1.7	0.7332833296751429,0.9007088901487295,0.91548742891379,1
3	spot	217.78947368421052	103.5	218.8	0	0	200	90	1.7	0.7332833296751429,0.9007088901487295,0.91548742891379,1
3	spot	-129.64473684210526	103.5	430.2157894736842	40	270	200	25	2.0	0.7332833296751429,0.9007088901487295,0.91548742891379,1
4	spot	224.28947368421052	103.5	471.2090684210526	40	0	200	25	2.0	0.7332833296751429,0.9007088901487295,0.91548742891379,1
5	spot	224.28947368421052	103.5	382.00965157894734	40	0	200	25	2.0	0.7332833296751429,0.9007088901487295,0.91548742891379,1
6	spot	224.28947368421052	103.5	292.8102347368421	40	0	200	25	2.0	0.7332833296751429,0.9007088901487295,0.91548742891379,1
7	spot	224.28947368421052	103.5	203.61081789473684	40	0	200	25	2.0	0.7332833296751429,0.9007088901487295,0.91548742891379,1
8	spot	224.28947368421052	103.5	114.41140105263156	40	0	200	25	2.0	0.7332833296751429,0.9007088901487295,0.91548742891379,1
9	spot	224.28947368421052	103.5	25.211984210526282	40	0	200	25	2.0	0.7332833296751429,0.9007088901487295,0.91548742891379,1
10	spot	-112.14473684210526	103.5	243.27113684210525	60	180	200	40	3.6	0.7332833296751429,0.9007088901487295,0.91548742891379,1
