id	type	x	y	z	theta	gyokaku	range	spotAngle	intensity	color
1	spot	-66.23684210526315	103.5	67.6	0	0	200	45	1.7	0.8842299291875124,0.8325845639112086,0.9189952047316288,1
2	spot	0	103.5	151.5	0	0	200	90	1.7	0.8842299291875124,0.8325845639112086,0.9189952047316288,1
3	spot	33.66842105263157	103.5	94.0	0	0	200	45	1.7	0.8842299291875124,0.8325845639112086,0.9189952047316288,1
3	spot	-58.87631578947368	103.5	170.7631578947368	40	270	200	25	2.0	0.8842299291875124,0.8325845639112086,0.9189952047316288,1
4	spot	-16.292105263157893	103.5	170.7631578947368	40	270	200	25	2.0	0.8842299291875124,0.8325845639112086,0.9189952047316288,1
5	spot	26.292105263157893	103.5	170.7631578947368	40	270	200	25	2.0	0.8842299291875124,0.8325845639112086,0.9189952047316288,1
6	spot	40.16842105263157	103.5	211.31858684210522	40	0	200	25	2.0	0.8842299291875124,0.8325845639112086,0.9189952047316288,1
7	spot	40.16842105263157	103.5	148.33426578947365	40	0	200	25	2.0	0.8842299291875124,0.8325845639112086,0.9189952047316288,1
8	spot	40.16842105263157	103.5	85.34994473684209	40	0	200	25	2.0	0.8842299291875124,0.8325845639112086,0.9189952047316288,1
9	spot	40.16842105263157	103.5	22.36562368421052	40	0	200	25	2.0	0.8842299291875124,0.8325845639112086,0.9189952047316288,1
10	spot	-20.084210526315786	103.5	114.51694736842103	60	180	200	40	3.6	0.8842299291875124,0.8325845639112086,0.9189952047316288,1
