id	data	x	y	z	theta	size	parent	uniqueCode
1	Images/377/sec0/sec0_01.jpg,Wooden_thin2	4	7.699999999999999	-195.0	0,11.09834,0	1.4	1	14
2	Images/377/sec1/sec1_01.jpg,Wooden_thin2	4	7.699999999999999	-179.4	0,11.09834,0	1.4	1	15
3	Images/377/sec1/sec1_02.jpg,Wooden_thin2	4	7.699999999999999	-163.8	0,11.09834,0	1.4	1	16
4	Images/377/sec1/sec1_03.jpg,Wooden_thin2	4	7.699999999999999	-148.2	0,11.09834,0	1.4	1	17
5	Images/377/sec2/sec2_01.jpg,Wooden_thin2	4	7.699999999999999	-132.6	0,11.09834,0	1.4	1	18
6	Images/377/sec2/sec2_02.jpg,Wooden_thin2	4	7.699999999999999	-117.0	0,11.09834,0	1.4	1	19
7	Images/377/sec3/sec3_01.jpg,Wooden_thin2	4	7.699999999999999	-101.4	0,11.09834,0	1.4	1	20
8	Images/377/sec3/sec3_02.jpg,Wooden_thin2	4	7.699999999999999	-85.8	0,11.09834,0	1.4	1	21
9	Images/377/sec3/sec3_03.jpg,Wooden_thin2	4	7.699999999999999	-70.2	0,11.09834,0	1.4	1	22
10	Images/377/sec3/sec3_04.jpg,Wooden_thin2	4	7.699999999999999	-54.599999999999994	0,11.09834,0	1.4	1	23
11	Images/377/sec3/sec3_05.jpg,Wooden_thin2	4	7.699999999999999	-39.0	0,11.09834,0	1.4	1	24
12	Images/377/sec3/sec3_06.jpg,Wooden_thin2	4	7.699999999999999	-23.400000000000006	0,11.09834,0	1.4	1	25
13	Images/377/sec3/sec3_07.jpg,Wooden_thin2	4	7.699999999999999	-7.800000000000011	0,11.09834,0	1.4	1	26
14	Images/377/sec3/sec3_08.jpg,Wooden_thin2	4	7.699999999999999	7.799999999999983	0,11.09834,0	1.4	1	27
15	Images/377/sec4/sec4_01.jpg,Wooden_thin2	4	7.699999999999999	23.400000000000006	0,11.09834,0	1.4	1	28
16	Images/377/sec4/sec4_02.jpg,Wooden_thin2	4	7.699999999999999	39.0	0,11.09834,0	1.4	1	29
17	Images/377/sec4/sec4_03.jpg,Wooden_thin2	4	7.699999999999999	54.599999999999994	0,11.09834,0	1.4	1	30
18	Images/377/sec4/sec4_04.jpg,Wooden_thin2	4	7.699999999999999	70.19999999999999	0,11.09834,0	1.4	1	31
19	Images/377/sec4/sec4_05.jpg,Wooden_thin2	4	7.699999999999999	85.80000000000001	0,11.09834,0	1.4	1	32
20	Images/377/sec4/sec4_06.jpg,Wooden_thin2	4	7.699999999999999	101.39999999999998	0,11.09834,0	1.4	1	33
21	Images/377/sec4/sec4_07.jpg,Wooden_thin2	4	7.699999999999999	117.0	0,11.09834,0	1.4	1	34
22	Images/377/sec4/sec4_08.jpg,Wooden_thin2	4	7.699999999999999	132.59999999999997	0,11.09834,0	1.4	1	35
23	Images/377/sec4/sec4_09.jpg,Wooden_thin2	4	7.699999999999999	148.2	0,11.09834,0	1.4	1	36
24	Images/377/sec4/sec4_10.jpg,Wooden_thin2	4	7.699999999999999	163.8	0,11.09834,0	1.4	1	37
25	Images/377/sec5/sec5_01.jpg,Wooden_thin2	4	7.699999999999999	179.39999999999998	0,11.09834,0	1.4	1	38
26	Images/377/sec5/sec5_02.jpg,Wooden_thin2	4	7.699999999999999	195.0	0,11.09834,0	1.4	1	39
27	Images/377/sec6/sec6_01.jpg,Wooden_thin2	4	7.699999999999999	-210.6	0,11.09834,0	1.4	2	40
28	Images/377/sec6/sec6_02.jpg,Wooden_thin2	4	7.699999999999999	-195.0	0,11.09834,0	1.4	2	41
29	Images/377/sec6/sec6_03.jpg,Wooden_thin2	4	7.699999999999999	-179.4	0,11.09834,0	1.4	2	42
30	Images/377/sec7/sec7_01.jpg,Wooden_thin2	4	7.699999999999999	-163.8	0,11.09834,0	1.4	2	43
31	Images/377/sec7/sec7_02.jpg,Wooden_thin2	4	7.699999999999999	-148.2	0,11.09834,0	1.4	2	44
32	Images/377/sec7/sec7_03.jpg,Wooden_thin2	4	7.699999999999999	-132.6	0,11.09834,0	1.4	2	45
33	Images/377/sec7/sec7_04.jpg,Wooden_thin2	4	7.699999999999999	-117.0	0,11.09834,0	1.4	2	46
34	Images/377/sec7/sec7_05.jpg,Wooden_thin2	4	7.699999999999999	-101.39999999999999	0,11.09834,0	1.4	2	47
35	Images/377/sec7/sec7_06.jpg,Wooden_thin2	4	7.699999999999999	-85.8	0,11.09834,0	1.4	2	48
36	Images/377/sec7/sec7_07.jpg,Wooden_thin2	4	7.699999999999999	-70.19999999999999	0,11.09834,0	1.4	2	49
37	Images/377/sec7/sec7_08.jpg,Wooden_thin2	4	7.699999999999999	-54.599999999999994	0,11.09834,0	1.4	2	50
38	Images/377/sec7/sec7_09.jpg,Wooden_thin2	4	7.699999999999999	-39.0	0,11.09834,0	1.4	2	51
39	Images/377/sec7/sec7_10.jpg,Wooden_thin2	4	7.699999999999999	-23.400000000000006	0,11.09834,0	1.4	2	52
40	Images/377/sec7/sec7_11.jpg,Wooden_thin2	4	7.699999999999999	-7.800000000000011	0,11.09834,0	1.4	2	53
41	Images/377/sec7/sec7_12.jpg,Wooden_thin2	4	7.699999999999999	7.800000000000011	0,11.09834,0	1.4	2	54
42	Images/377/sec7/sec7_13.jpg,Wooden_thin2	4	7.699999999999999	23.400000000000006	0,11.09834,0	1.4	2	55
43	Images/377/sec7/sec7_14.jpg,Wooden_thin2	4	7.699999999999999	39.0	0,11.09834,0	1.4	2	56
44	Images/377/sec7/sec7_15.jpg,Wooden_thin2	4	7.699999999999999	54.599999999999994	0,11.09834,0	1.4	2	57
45	Images/377/sec7/sec7_16.jpg,Wooden_thin2	4	7.699999999999999	70.20000000000002	0,11.09834,0	1.4	2	58
46	Images/377/sec7/sec7_17.jpg,Wooden_thin2	4	7.699999999999999	85.79999999999998	0,11.09834,0	1.4	2	59
47	Images/377/sec8/sec8_01.jpg,Wooden_thin2	4	7.699999999999999	101.4	0,11.09834,0	1.4	2	60
48	Images/377/sec8/sec8_02.jpg,Wooden_thin2	4	7.699999999999999	116.99999999999997	0,11.09834,0	1.4	2	61
49	Images/377/sec8/sec8_03.jpg,Wooden_thin2	4	7.699999999999999	132.6	0,11.09834,0	1.4	2	62
50	Images/377/sec8/sec8_04.jpg,Wooden_thin2	4	7.699999999999999	148.20000000000002	0,11.09834,0	1.4	2	63
51	Images/377/sec8/sec8_05.jpg,Wooden_thin2	4	7.699999999999999	163.79999999999998	0,11.09834,0	1.4	2	64
52	Images/377/sec8/sec8_06.jpg,Wooden_thin2	4	7.699999999999999	179.4	0,11.09834,0	1.4	2	65
53	Images/377/sec8/sec8_07.jpg,Wooden_thin2	4	7.699999999999999	194.99999999999997	0,11.09834,0	1.4	2	66
54	Images/377/sec8/sec8_08.jpg,Wooden_thin2	4	7.699999999999999	210.6	0,11.09834,0	1.4	2	67
55	Images/377/sec8/sec8_09.jpg,Wooden_thin2	4	7.699999999999999	-195.0	0,11.09834,0	1.4	3	68
56	Images/377/sec8/sec8_10.jpg,Wooden_thin2	4	7.699999999999999	-179.4	0,11.09834,0	1.4	3	69
57	Images/377/sec8/sec8_11.jpg,Wooden_thin2	4	7.699999999999999	-163.8	0,11.09834,0	1.4	3	70
58	Images/377/sec8/sec8_12.jpg,Wooden_thin2	4	7.699999999999999	-148.2	0,11.09834,0	1.4	3	71
59	Images/377/sec9/sec9_01.jpg,Wooden_thin2	4	7.699999999999999	-132.6	0,11.09834,0	1.4	3	72
60	Images/377/sec9/sec9_02.jpg,Wooden_thin2	4	7.699999999999999	-117.0	0,11.09834,0	1.4	3	73
61	Images/377/sec9/sec9_03.jpg,Wooden_thin2	4	7.699999999999999	-101.4	0,11.09834,0	1.4	3	74
62	Images/377/sec9/sec9_04.jpg,Wooden_thin2	4	7.699999999999999	-85.8	0,11.09834,0	1.4	3	75
63	Images/377/sec9/sec9_05.jpg,Wooden_thin2	4	7.699999999999999	-70.2	0,11.09834,0	1.4	3	76
64	Images/377/sec10/sec10_01.jpg,Wooden_thin2	4	7.699999999999999	-54.599999999999994	0,11.09834,0	1.4	3	77
65	Images/377/sec10/sec10_02.jpg,Wooden_thin2	4	7.699999999999999	-39.0	0,11.09834,0	1.4	3	78
66	Images/377/sec10/sec10_03.jpg,Wooden_thin2	4	7.699999999999999	-23.400000000000006	0,11.09834,0	1.4	3	79
67	Images/377/sec10/sec10_04.jpg,Wooden_thin2	4	7.699999999999999	-7.800000000000011	0,11.09834,0	1.4	3	80
68	Images/377/sec10/sec10_05.jpg,Wooden_thin2	4	7.699999999999999	7.799999999999983	0,11.09834,0	1.4	3	81
69	Images/377/sec11/sec11_01.jpg,Wooden_thin2	4	7.699999999999999	23.400000000000006	0,11.09834,0	1.4	3	82
70	Images/377/sec11/sec11_02.jpg,Wooden_thin2	4	7.699999999999999	39.0	0,11.09834,0	1.4	3	83
71	Images/377/sec11/sec11_03.jpg,Wooden_thin2	4	7.699999999999999	54.599999999999994	0,11.09834,0	1.4	3	84
72	Images/377/sec11/sec11_04.jpg,Wooden_thin2	4	7.699999999999999	70.19999999999999	0,11.09834,0	1.4	3	85
73	Images/377/sec11/sec11_05.jpg,Wooden_thin2	4	7.699999999999999	85.80000000000001	0,11.09834,0	1.4	3	86
74	Images/377/sec11/sec11_06.jpg,Wooden_thin2	4	7.699999999999999	101.39999999999998	0,11.09834,0	1.4	3	87
75	Images/377/sec11/sec11_07.jpg,Wooden_thin2	4	7.699999999999999	117.0	0,11.09834,0	1.4	3	88
76	Images/377/sec11/sec11_08.jpg,Wooden_thin2	4	7.699999999999999	132.59999999999997	0,11.09834,0	1.4	3	89
77	Images/377/sec12/sec12_01.jpg,Wooden_thin2	4	7.699999999999999	148.2	0,11.09834,0	1.4	3	90
78	Images/377/sec13/sec13_01.jpg,Wooden_thin2	4	7.699999999999999	163.8	0,11.09834,0	1.4	3	91
79	Images/377/sec14/sec14_01.jpg,Wooden_thin2	4	7.699999999999999	179.39999999999998	0,11.09834,0	1.4	3	92
80	Images/377/sec15/sec15_01.jpg,Wooden_thin2	4	7.699999999999999	195.0	0,11.09834,0	1.4	3	93
