id	type	x	y	z	theta	gyokaku	range	spotAngle	intensity	color
1	spot	-197.60526315789474	103.5	192.4	0	0	200	90	1.7	0.7887953936376114,0.7300987907249198,0.789702458599824,1
2	spot	0	103.5	323.1	0	0	200	90	1.7	0.7887953936376114,0.7300987907249198,0.789702458599824,1
3	spot	161.75263157894736	103.5	179.8	0	0	200	90	1.7	0.7887953936376114,0.7300987907249198,0.789702458599824,1
3	spot	-165.60210526315788	103.5	349.1368421052631	40	270	200	25	2.0	0.7887953936376114,0.7300987907249198,0.789702458599824,1
4	spot	-80.30105263157895	103.5	349.1368421052631	40	270	200	25	2.0	0.7887953936376114,0.7300987907249198,0.789702458599824,1
5	spot	4.999999999999972	103.5	349.1368421052631	40	270	200	25	2.0	0.7887953936376114,0.7300987907249198,0.789702458599824,1
6	spot	90.30105263157893	103.5	349.1368421052631	40	270	200	25	2.0	0.7887953936376114,0.7300987907249198,0.789702458599824,1
7	spot	168.25263157894736	103.5	318.8273936842105	40	0	200	25	2.0	0.7887953936376114,0.7300987907249198,0.789702458599824,1
8	spot	168.25263157894736	103.5	95.48839578947369	40	0	200	25	2.0	0.7887953936376114,0.7300987907249198,0.789702458599824,1
9	spot	-84.12631578947368	103.5	203.03545263157892	60	180	200	40	3.6	0.7887953936376114,0.7300987907249198,0.789702458599824,1
