ID	data	wallCenter	wallRight	wallUp	wallFront	x	y	z	size	frameTitle	parent	uniqueCode
1	./Images/413/title_panel.png	-274.7894736842105,28.656,30	0,0,1	0,1,0	-1,0,0	0	-2.443498	0.2	1.4	none(caption)	4:3	22
1	./Images/413/word_cloud.png	-292.29473684210524,38,286.37052631578945	0,0,1	0,1,0	-1,0,0	200.4593684210526	5	0.2	2.5	Wooden_thin2	-1:-1	23
1	./Images/413/KantoHeiya.jpg	-292.29473684210524,38,283.50682105263155	0,0,1	0,1,0	-1,0,0	0	5	0.2	5.6	Wooden_thin2	-1:-1	23
1	./Images/413/caption/caption0.png	-292.29473684210524,38,283.50682105263155	0,0,1	0,1,0	-1,0,0	35	-2	1	0.8	Wooden_thin2	-1:-1	23
3	./Images/413/NasuShiobaraKuroisoTagged.jpg	0,38,571.2947368421052	1,0,0	0,1,0	0,0,1	-216.8357894736842	-10	0.2	4.5	Wooden_thin	-1:-1	3
4	./Images/413/caption/caption1.png	0,38,571.2947368421052	1,0,0	0,1,0	0,0,1	-194.8357894736842	-20	1.5	0.7	none(caption)	-1:-1	4
5	./Images/413/TakaharaSan0707Tagged.JPG	0,38,571.2947368421052	1,0,0	0,1,0	0,0,1	-105.91789473684207	-10	0.2	4.5	Wooden_thin	-1:-1	5
6	./Images/413/caption/caption2.png	0,38,571.2947368421052	1,0,0	0,1,0	0,0,1	-83.91789473684207	-20	1.5	0.7	none(caption)	-1:-1	6
7	./Images/413/NasuDakeFromShirakawa.JPG	0,38,571.2947368421052	1,0,0	0,1,0	0,0,1	5.000000000000057	-10	0.2	4.5	Wooden_thin	-1:-1	7
8	./Images/413/caption/caption3.png	0,38,571.2947368421052	1,0,0	0,1,0	0,0,1	27.000000000000057	-20	1.5	0.7	none(caption)	-1:-1	8
9	./Images/413/KinuGawaHaguroSanNantaiSan.jpg	0,38,571.2947368421052	1,0,0	0,1,0	0,0,1	115.91789473684213	-10	0.2	4.5	Wooden_thin	-1:-1	9
10	./Images/413/caption/caption4.png	0,38,571.2947368421052	1,0,0	0,1,0	0,0,1	137.91789473684213	-20	1.5	0.7	none(caption)	-1:-1	10
11	Images/413/table/fixed_人口変遷.png	292.29473684210524,38,289.2631578947368	0,0,-1	0,1,0	1,0,0	259.88125263157895	-10	0.2	7.227226613632997	Wooden_thin	-1:-1	11
12	Images/413/table/fixed_人口密度.png	292.29473684210524,38,289.2631578947368	0,0,-1	0,1,0	1,0,0	155.92875157894736	-10	0.2	3.2748370593024516	Wooden_thin	-1:-1	12
13	Images/413/table/fixed_人口集中地区.png	292.29473684210524,38,289.2631578947368	0,0,-1	0,1,0	1,0,0	51.976250526315766	-10	0.2	5.850948108107183	Wooden_thin	-1:-1	13
14	Images/413/table/fixed_商業年間商品販売額.png	292.29473684210524,38,289.2631578947368	0,0,-1	0,1,0	1,0,0	-51.976250526315766	-10	0.2	6.2108978710908564	Wooden_thin	-1:-1	14
15	Images/413/table/fixed_製造品出荷額等.png	292.29473684210524,38,289.2631578947368	0,0,-1	0,1,0	1,0,0	-155.9287515789474	-10	0.2	4.354686348253476	Wooden_thin	-1:-1	15
16	Images/413/table/fixed_農業産出額.png	292.29473684210524,38,289.2631578947368	0,0,-1	0,1,0	1,0,0	-259.88125263157895	-10	0.2	6.457922218236515	Wooden_thin	-1:-1	16
