id	type	x	y	z	theta	gyokaku	range	spotAngle	intensity	color
1	spot	-82.65789473684211	103.5	83.2	0	0	200	75	1.7	0.7440810021114591,0.7569032552458713,0.8213974455133944,1
2	spot	0	103.5	104.7	0	0	200	45	1.7	0.7440810021114591,0.7569032552458713,0.8213974455133944,1
3	spot	49.67894736842106	103.5	70.6	0	0	200	45	1.7	0.7440810021114591,0.7569032552458713,0.8213974455133944,1
3	spot	-75.94315789473686	103.5	122.11578947368417	40	270	200	25	2.0	0.7440810021114591,0.7569032552458713,0.8213974455133944,1
4	spot	-35.47157894736842	103.5	122.11578947368417	40	270	200	25	2.0	0.7440810021114591,0.7569032552458713,0.8213974455133944,1
5	spot	5.0	103.5	122.11578947368417	40	270	200	25	2.0	0.7440810021114591,0.7569032552458713,0.8213974455133944,1
6	spot	45.47157894736844	103.5	122.11578947368417	40	270	200	25	2.0	0.7440810021114591,0.7569032552458713,0.8213974455133944,1
7	spot	56.17894736842106	103.5	181.68230778947367	40	0	200	25	2.0	0.7440810021114591,0.7569032552458713,0.8213974455133944,1
8	spot	56.17894736842106	103.5	161.7996896842105	40	0	200	25	2.0	0.7440810021114591,0.7569032552458713,0.8213974455133944,1
9	spot	56.17894736842106	103.5	141.91707157894734	40	0	200	25	2.0	0.7440810021114591,0.7569032552458713,0.8213974455133944,1
10	spot	56.17894736842106	103.5	122.0344534736842	40	0	200	25	2.0	0.7440810021114591,0.7569032552458713,0.8213974455133944,1
11	spot	56.17894736842106	103.5	102.15183536842103	40	0	200	25	2.0	0.7440810021114591,0.7569032552458713,0.8213974455133944,1
12	spot	56.17894736842106	103.5	82.26921726315788	40	0	200	25	2.0	0.7440810021114591,0.7569032552458713,0.8213974455133944,1
13	spot	56.17894736842106	103.5	62.38659915789472	40	0	200	25	2.0	0.7440810021114591,0.7569032552458713,0.8213974455133944,1
14	spot	56.17894736842106	103.5	42.50398105263159	40	0	200	25	2.0	0.7440810021114591,0.7569032552458713,0.8213974455133944,1
15	spot	56.17894736842106	103.5	22.621362947368397	40	0	200	25	2.0	0.7440810021114591,0.7569032552458713,0.8213974455133944,1
16	spot	56.17894736842106	103.5	2.7387448421052625	40	0	200	25	2.0	0.7440810021114591,0.7569032552458713,0.8213974455133944,1
17	spot	-28.08947368421053	103.5	90.37553684210525	60	180	200	40	3.6	0.7440810021114591,0.7569032552458713,0.8213974455133944,1
