id	type	x	y	z	theta	gyokaku	range	spotAngle	intensity	color
1	spot	-107.28947368421052	103.5	106.6	0	0	200	90	1.7	0.7949898141383139,0.9223118651149073,0.8083763248193727,1
2	spot	0	103.5	167.1	0	0	200	90	1.7	0.7949898141383139,0.9223118651149073,0.8083763248193727,1
3	spot	73.69473684210527	103.5	101.8	0	0	200	90	1.7	0.7949898141383139,0.9223118651149073,0.8083763248193727,1
3	spot	-95.15578947368422	103.5	186.978947368421	40	270	200	25	2.0	0.7949898141383139,0.9223118651149073,0.8083763248193727,1
4	spot	-45.0778947368421	103.5	186.978947368421	40	270	200	25	2.0	0.7949898141383139,0.9223118651149073,0.8083763248193727,1
5	spot	5.000000000000014	103.5	186.978947368421	40	270	200	25	2.0	0.7949898141383139,0.9223118651149073,0.8083763248193727,1
6	spot	55.077894736842126	103.5	186.978947368421	40	270	200	25	2.0	0.7949898141383139,0.9223118651149073,0.8083763248193727,1
7	spot	80.19473684210527	103.5	214.93295999999995	40	0	200	25	2.0	0.7949898141383139,0.9223118651149073,0.8083763248193727,1
8	spot	80.19473684210527	103.5	125.05263157894734	40	0	200	25	2.0	0.7949898141383139,0.9223118651149073,0.8083763248193727,1
9	spot	80.19473684210527	103.5	35.1723031578947	40	0	200	25	2.0	0.7949898141383139,0.9223118651149073,0.8083763248193727,1
10	spot	-40.097368421052636	103.5	122.56408421052629	60	180	200	40	3.6	0.7949898141383139,0.9223118651149073,0.8083763248193727,1
