id	type	x	y	z	theta	gyokaku	range	spotAngle	intensity	color
1	spot	-90.86842105263158	103.5	91.0	0	0	200	90	1.7	0.8575589334238392,0.9676043314681401,0.7575684536784357,1
2	spot	0	103.5	182.7	0	0	200	90	1.7	0.8575589334238392,0.9676043314681401,0.7575684536784357,1
3	spot	57.68421052631578	103.5	109.6	0	0	200	75	1.7	0.8575589334238392,0.9676043314681401,0.7575684536784357,1
3	spot	-49.59210526315789	103.5	203.19473684210527	40	270	200	25	2.0	0.8575589334238392,0.9676043314681401,0.7575684536784357,1
4	spot	64.18421052631578	103.5	252.9901105263158	40	0	200	25	2.0	0.8575589334238392,0.9676043314681401,0.7575684536784357,1
5	spot	64.18421052631578	103.5	205.09932947368424	40	0	200	25	2.0	0.8575589334238392,0.9676043314681401,0.7575684536784357,1
6	spot	64.18421052631578	103.5	157.20854842105263	40	0	200	25	2.0	0.8575589334238392,0.9676043314681401,0.7575684536784357,1
7	spot	64.18421052631578	103.5	109.31776736842107	40	0	200	25	2.0	0.8575589334238392,0.9676043314681401,0.7575684536784357,1
8	spot	64.18421052631578	103.5	61.42698631578946	40	0	200	25	2.0	0.8575589334238392,0.9676043314681401,0.7575684536784357,1
9	spot	64.18421052631578	103.5	13.53620526315791	40	0	200	25	2.0	0.8575589334238392,0.9676043314681401,0.7575684536784357,1
10	spot	-32.09210526315789	103.5	130.61122105263158	60	180	200	40	3.6	0.8575589334238392,0.9676043314681401,0.7575684536784357,1
