id	type	x	y	z	theta	gyokaku	range	spotAngle	intensity	color
1	spot	-263.2894736842105	103.5	254.8	0	0	200	90	1.7	0.7657110828527659,0.8818658667971078,0.8129301914645148,1
2	spot	0	103.5	447.9	0	0	200	90	1.7	0.7657110828527659,0.8818658667971078,0.8129301914645148,1
3	spot	225.79473684210524	103.5	242.2	0	0	200	90	1.7	0.7657110828527659,0.8818658667971078,0.8129301914645148,1
3	spot	-216.8357894736842	103.5	478.8631578947368	40	270	200	25	2.0	0.7657110828527659,0.8818658667971078,0.8129301914645148,1
4	spot	-105.91789473684207	103.5	478.8631578947368	40	270	200	25	2.0	0.7657110828527659,0.8818658667971078,0.8129301914645148,1
5	spot	5.000000000000057	103.5	478.8631578947368	40	270	200	25	2.0	0.7657110828527659,0.8818658667971078,0.8129301914645148,1
6	spot	115.91789473684213	103.5	478.8631578947368	40	270	200	25	2.0	0.7657110828527659,0.8818658667971078,0.8129301914645148,1
7	spot	232.29473684210524	103.5	468.94463999999994	40	0	200	25	2.0	0.7657110828527659,0.8818658667971078,0.8129301914645148,1
8	spot	232.29473684210524	103.5	272.84210526315786	40	0	200	25	2.0	0.7657110828527659,0.8818658667971078,0.8129301914645148,1
9	spot	232.29473684210524	103.5	76.73957052631573	40	0	200	25	2.0	0.7657110828527659,0.8818658667971078,0.8129301914645148,1
10	spot	-116.14736842105262	103.5	267.41254736842103	60	180	200	40	3.6	0.7657110828527659,0.8818658667971078,0.8129301914645148,1
