id	data	x	y	z	theta	size	parent	uniqueCode
1	Images/4170085/sec0/sec0_01.jpg,Wooden_thin2	4	7.699999999999999	-93.6	0,11.09834,0	1.4	1	3
2	Images/4170085/sec1/sec1_01.jpg,Wooden_thin2	4	7.699999999999999	-78.0	0,11.09834,0	1.4	1	4
3	Images/4170085/sec2/sec2_01.jpg,Wooden_thin2	4	7.699999999999999	-62.39999999999999	0,11.09834,0	1.4	1	5
4	Images/4170085/sec2/sec2_02.jpg,Wooden_thin2	4	7.699999999999999	-46.8	0,11.09834,0	1.4	1	6
5	Images/4170085/sec3/sec3_01.jpg,Wooden_thin2	4	7.699999999999999	-31.199999999999996	0,11.09834,0	1.4	1	7
6	Images/4170085/sec3/sec3_02.jpg,Wooden_thin2	4	7.699999999999999	-15.599999999999994	0,11.09834,0	1.4	1	8
7	Images/4170085/sec3/sec3_03.jpg,Wooden_thin2	4	7.699999999999999	0.0	0,11.09834,0	1.4	1	9
8	Images/4170085/sec3/sec3_04.jpg,Wooden_thin2	4	7.699999999999999	15.600000000000009	0,11.09834,0	1.4	1	10
9	Images/4170085/sec3/sec3_05.jpg,Wooden_thin2	4	7.699999999999999	31.200000000000003	0,11.09834,0	1.4	1	11
10	Images/4170085/sec3/sec3_06.jpg,Wooden_thin2	4	7.699999999999999	46.80000000000001	0,11.09834,0	1.4	1	12
11	Images/4170085/sec3/sec3_07.jpg,Wooden_thin2	4	7.699999999999999	62.400000000000006	0,11.09834,0	1.4	1	13
12	Images/4170085/sec3/sec3_08.jpg,Wooden_thin2	4	7.699999999999999	78.0	0,11.09834,0	1.4	1	14
13	Images/4170085/sec3/sec3_09.jpg,Wooden_thin2	4	7.699999999999999	93.6	0,11.09834,0	1.4	1	15
14	Images/4170085/sec4/sec4_01.jpg,Wooden_thin2	4	7.699999999999999	-62.400000000000006	0,11.09834,0	1.4	2	16
15	Images/4170085/sec4/sec4_02.jpg,Wooden_thin2	4	7.699999999999999	-46.800000000000004	0,11.09834,0	1.4	2	17
16	Images/4170085/sec4/sec4_03.jpg,Wooden_thin2	4	7.699999999999999	-31.200000000000006	0,11.09834,0	1.4	2	18
17	Images/4170085/sec4/sec4_04.jpg,Wooden_thin2	4	7.699999999999999	-15.600000000000009	0,11.09834,0	1.4	2	19
18	Images/4170085/sec4/sec4_05.jpg,Wooden_thin2	4	7.699999999999999	-7.105427357601002e-15	0,11.09834,0	1.4	2	20
19	Images/4170085/sec4/sec4_06.jpg,Wooden_thin2	4	7.699999999999999	15.599999999999994	0,11.09834,0	1.4	2	21
20	Images/4170085/sec4/sec4_07.jpg,Wooden_thin2	4	7.699999999999999	31.19999999999999	0,11.09834,0	1.4	2	22
21	Images/4170085/sec4/sec4_08.jpg,Wooden_thin2	4	7.699999999999999	46.8	0,11.09834,0	1.4	2	23
22	Images/4170085/sec4/sec4_09.jpg,Wooden_thin2	4	7.699999999999999	62.39999999999999	0,11.09834,0	1.4	2	24
23	Images/4170085/sec4/sec4_10.jpg,Wooden_thin2	4	7.699999999999999	-93.6	0,11.09834,0	1.4	3	25
24	Images/4170085/sec4/sec4_11.jpg,Wooden_thin2	4	7.699999999999999	-78.0	0,11.09834,0	1.4	3	26
25	Images/4170085/sec4/sec4_12.jpg,Wooden_thin2	4	7.699999999999999	-62.39999999999999	0,11.09834,0	1.4	3	27
26	Images/4170085/sec4/sec4_13.jpg,Wooden_thin2	4	7.699999999999999	-46.8	0,11.09834,0	1.4	3	28
27	Images/4170085/sec4/sec4_14.jpg,Wooden_thin2	4	7.699999999999999	-31.199999999999996	0,11.09834,0	1.4	3	29
28	Images/4170085/sec4/sec4_15.jpg,Wooden_thin2	4	7.699999999999999	-15.599999999999994	0,11.09834,0	1.4	3	30
29	Images/4170085/sec5/sec5_01.jpg,Wooden_thin2	4	7.699999999999999	0.0	0,11.09834,0	1.4	3	31
30	Images/4170085/sec6/sec6_01.jpg,Wooden_thin2	4	7.699999999999999	15.600000000000009	0,11.09834,0	1.4	3	32
31	Images/4170085/sec7/sec7_01.jpg,Wooden_thin2	4	7.699999999999999	31.200000000000003	0,11.09834,0	1.4	3	33
