id	data	x	y	z	theta	size	parent	uniqueCode
1	Images/37566/sec0/sec0_01.jpg,Wooden_thin2	4	7.699999999999999	-117.0	0,11.09834,0	1.4	1	10
2	Images/37566/sec1/sec1_01.jpg,Wooden_thin2	4	7.699999999999999	-101.4	0,11.09834,0	1.4	1	11
3	Images/37566/sec1/sec1_02.jpg,Wooden_thin2	4	7.699999999999999	-85.8	0,11.09834,0	1.4	1	12
4	Images/37566/sec2/sec2_01.jpg,Wooden_thin2	4	7.699999999999999	-70.2	0,11.09834,0	1.4	1	13
5	Images/37566/sec3/sec3_01.jpg,Wooden_thin2	4	7.699999999999999	-54.6	0,11.09834,0	1.4	1	14
6	Images/37566/sec3/sec3_02.jpg,Wooden_thin2	4	7.699999999999999	-39.0	0,11.09834,0	1.4	1	15
7	Images/37566/sec3/sec3_03.jpg,Wooden_thin2	4	7.699999999999999	-23.400000000000006	0,11.09834,0	1.4	1	16
8	Images/37566/sec3/sec3_04.jpg,Wooden_thin2	4	7.699999999999999	-7.799999999999997	0,11.09834,0	1.4	1	17
9	Images/37566/sec3/sec3_05.jpg,Wooden_thin2	4	7.699999999999999	7.799999999999997	0,11.09834,0	1.4	1	18
10	Images/37566/sec3/sec3_06.jpg,Wooden_thin2	4	7.699999999999999	23.400000000000006	0,11.09834,0	1.4	1	19
11	Images/37566/sec3/sec3_07.jpg,Wooden_thin2	4	7.699999999999999	39.0	0,11.09834,0	1.4	1	20
12	Images/37566/sec3/sec3_08.jpg,Wooden_thin2	4	7.699999999999999	54.599999999999994	0,11.09834,0	1.4	1	21
13	Images/37566/sec3/sec3_09.jpg,Wooden_thin2	4	7.699999999999999	70.19999999999999	0,11.09834,0	1.4	1	22
14	Images/37566/sec3/sec3_10.jpg,Wooden_thin2	4	7.699999999999999	85.79999999999998	0,11.09834,0	1.4	1	23
15	Images/37566/sec3/sec3_11.jpg,Wooden_thin2	4	7.699999999999999	101.4	0,11.09834,0	1.4	1	24
16	Images/37566/sec3/sec3_12.jpg,Wooden_thin2	4	7.699999999999999	117.0	0,11.09834,0	1.4	1	25
17	Images/37566/sec3/sec3_13.jpg,Wooden_thin2	4	7.699999999999999	-124.80000000000001	0,11.09834,0	1.4	2	26
18	Images/37566/sec3/sec3_14.jpg,Wooden_thin2	4	7.699999999999999	-109.20000000000002	0,11.09834,0	1.4	2	27
19	Images/37566/sec3/sec3_15.jpg,Wooden_thin2	4	7.699999999999999	-93.60000000000001	0,11.09834,0	1.4	2	28
20	Images/37566/sec3/sec3_16.jpg,Wooden_thin2	4	7.699999999999999	-78.00000000000001	0,11.09834,0	1.4	2	29
21	Images/37566/sec4/sec4_01.jpg,Wooden_thin2	4	7.699999999999999	-62.40000000000001	0,11.09834,0	1.4	2	30
22	Images/37566/sec5/sec5_01.jpg,Wooden_thin2	4	7.699999999999999	-46.80000000000001	0,11.09834,0	1.4	2	31
23	Images/37566/sec5/sec5_02.jpg,Wooden_thin2	4	7.699999999999999	-31.200000000000017	0,11.09834,0	1.4	2	32
24	Images/37566/sec5/sec5_03.jpg,Wooden_thin2	4	7.699999999999999	-15.600000000000009	0,11.09834,0	1.4	2	33
25	Images/37566/sec6/sec6_01.jpg,Wooden_thin2	4	7.699999999999999	-1.4210854715202004e-14	0,11.09834,0	1.4	2	34
26	Images/37566/sec7/sec7_01.jpg,Wooden_thin2	4	7.699999999999999	15.599999999999994	0,11.09834,0	1.4	2	35
27	Images/37566/sec8/sec8_01.jpg,Wooden_thin2	4	7.699999999999999	31.19999999999999	0,11.09834,0	1.4	2	36
