id	data	x	y	z	theta	size	parent	uniqueCode
1	Images/372/sec0/sec0_01.jpg,Wooden_thin2	4	7.699999999999999	-93.6	0,11.09834,0	1.4	1	17
2	Images/372/sec1/sec1_01.jpg,Wooden_thin2	4	7.699999999999999	-78.0	0,11.09834,0	1.4	1	18
3	Images/372/sec1/sec1_02.jpg,Wooden_thin2	4	7.699999999999999	-62.39999999999999	0,11.09834,0	1.4	1	19
4	Images/372/sec1/sec1_03.jpg,Wooden_thin2	4	7.699999999999999	-46.8	0,11.09834,0	1.4	1	20
5	Images/372/sec1/sec1_04.jpg,Wooden_thin2	4	7.699999999999999	-31.199999999999996	0,11.09834,0	1.4	1	21
6	Images/372/sec1/sec1_05.jpg,Wooden_thin2	4	7.699999999999999	-15.599999999999994	0,11.09834,0	1.4	1	22
7	Images/372/sec1/sec1_06.jpg,Wooden_thin2	4	7.699999999999999	0.0	0,11.09834,0	1.4	1	23
8	Images/372/sec2/sec2_01.jpg,Wooden_thin2	4	7.699999999999999	15.600000000000009	0,11.09834,0	1.4	1	24
9	Images/372/sec2/sec2_02.jpg,Wooden_thin2	4	7.699999999999999	31.200000000000003	0,11.09834,0	1.4	1	25
10	Images/372/sec2/sec2_03.jpg,Wooden_thin2	4	7.699999999999999	46.80000000000001	0,11.09834,0	1.4	1	26
11	Images/372/sec2/sec2_04.jpg,Wooden_thin2	4	7.699999999999999	62.400000000000006	0,11.09834,0	1.4	1	27
12	Images/372/sec3/sec3_01.jpg,Wooden_thin2	4	7.699999999999999	78.0	0,11.09834,0	1.4	1	28
13	Images/372/sec4/sec4_01.jpg,Wooden_thin2	4	7.699999999999999	93.6	0,11.09834,0	1.4	1	29
14	Images/372/sec5/sec5_01.jpg,Wooden_thin2	4	7.699999999999999	-109.2	0,11.09834,0	1.4	2	30
15	Images/372/sec5/sec5_02.jpg,Wooden_thin2	4	7.699999999999999	-93.60000000000001	0,11.09834,0	1.4	2	31
16	Images/372/sec5/sec5_03.jpg,Wooden_thin2	4	7.699999999999999	-78.0	0,11.09834,0	1.4	2	32
17	Images/372/sec5/sec5_04.jpg,Wooden_thin2	4	7.699999999999999	-62.400000000000006	0,11.09834,0	1.4	2	33
18	Images/372/sec5/sec5_05.jpg,Wooden_thin2	4	7.699999999999999	-46.800000000000004	0,11.09834,0	1.4	2	34
19	Images/372/sec6/sec6_01.jpg,Wooden_thin2	4	7.699999999999999	-31.200000000000003	0,11.09834,0	1.4	2	35
20	Images/372/sec6/sec6_02.jpg,Wooden_thin2	4	7.699999999999999	-15.600000000000009	0,11.09834,0	1.4	2	36
21	Images/372/sec6/sec6_03.jpg,Wooden_thin2	4	7.699999999999999	0.0	0,11.09834,0	1.4	2	37
22	Images/372/sec6/sec6_04.jpg,Wooden_thin2	4	7.699999999999999	15.599999999999994	0,11.09834,0	1.4	2	38
23	Images/372/sec6/sec6_05.jpg,Wooden_thin2	4	7.699999999999999	31.200000000000003	0,11.09834,0	1.4	2	39
24	Images/372/sec6/sec6_06.jpg,Wooden_thin2	4	7.699999999999999	46.8	0,11.09834,0	1.4	2	40
25	Images/372/sec7/sec7_01.jpg,Wooden_thin2	4	7.699999999999999	62.39999999999999	0,11.09834,0	1.4	2	41
26	Images/372/sec7/sec7_02.jpg,Wooden_thin2	4	7.699999999999999	77.99999999999999	0,11.09834,0	1.4	2	42
27	Images/372/sec8/sec8_01.jpg,Wooden_thin2	4	7.699999999999999	93.59999999999998	0,11.09834,0	1.4	2	43
28	Images/372/sec8/sec8_02.jpg,Wooden_thin2	4	7.699999999999999	109.2	0,11.09834,0	1.4	2	44
29	Images/372/sec8/sec8_03.jpg,Wooden_thin2	4	7.699999999999999	-93.6	0,11.09834,0	1.4	3	45
30	Images/372/sec8/sec8_04.jpg,Wooden_thin2	4	7.699999999999999	-78.0	0,11.09834,0	1.4	3	46
31	Images/372/sec9/sec9_01.jpg,Wooden_thin2	4	7.699999999999999	-62.39999999999999	0,11.09834,0	1.4	3	47
32	Images/372/sec9/sec9_02.jpg,Wooden_thin2	4	7.699999999999999	-46.8	0,11.09834,0	1.4	3	48
33	Images/372/sec9/sec9_03.jpg,Wooden_thin2	4	7.699999999999999	-31.199999999999996	0,11.09834,0	1.4	3	49
34	Images/372/sec10/sec10_01.jpg,Wooden_thin2	4	7.699999999999999	-15.599999999999994	0,11.09834,0	1.4	3	50
35	Images/372/sec10/sec10_02.jpg,Wooden_thin2	4	7.699999999999999	0.0	0,11.09834,0	1.4	3	51
36	Images/372/sec10/sec10_03.jpg,Wooden_thin2	4	7.699999999999999	15.600000000000009	0,11.09834,0	1.4	3	52
37	Images/372/sec10/sec10_04.jpg,Wooden_thin2	4	7.699999999999999	31.200000000000003	0,11.09834,0	1.4	3	53
38	Images/372/sec11/sec11_01.jpg,Wooden_thin2	4	7.699999999999999	46.80000000000001	0,11.09834,0	1.4	3	54
39	Images/372/sec12/sec12_01.jpg,Wooden_thin2	4	7.699999999999999	62.400000000000006	0,11.09834,0	1.4	3	55
40	Images/372/sec13/sec13_01.jpg,Wooden_thin2	4	7.699999999999999	78.0	0,11.09834,0	1.4	3	56
