ID	data	wallCenter	wallRight	wallUp	wallFront	x	y	z	size	frameTitle	parent	uniqueCode
1	./Images/10634/title_panel.png	-168.05263157894734,28.656,30	0,0,1	0,1,0	-1,0,0	0	-2.443498	0.2	1.4	none(caption)	4:3	22
1	./Images/10634/word_cloud.png	-188.22631578947366,38,172.57263157894735	0,0,1	0,1,0	-1,0,0	120.80084210526314	5	0.2	2.5	Wooden_thin2	-1:-1	23
1	./Images/10634/Yamaguchi montage.jpg	-188.22631578947366,38,170.84690526315788	0,0,1	0,1,0	-1,0,0	0	5	0.2	5.6	Wooden_thin2	-1:-1	23
3	./Images/10634/The cityscape of Yamaguchi 20130821.jpg	0,38,344.27368421052626	1,0,0	0,1,0	0,0,1	-110.48421052631576	-10	0.2	4.5	Wooden_thin	-1:-1	3
4	./Images/10634/caption/caption1.png	0,38,344.27368421052626	1,0,0	0,1,0	0,0,1	-88.48421052631576	-20	1.5	0.7	none(caption)	-1:-1	4
5	./Images/10634/Yamaguchi city center area Aerial photograph.2009.jpg	0,38,344.27368421052626	1,0,0	0,1,0	0,0,1	5.0	-10	0.2	4.5	Wooden_thin	-1:-1	5
6	./Images/10634/caption/caption2.png	0,38,344.27368421052626	1,0,0	0,1,0	0,0,1	27.0	-20	1.5	0.7	none(caption)	-1:-1	6
7	Images/10634/table/fixed_山口県議会.png	188.22631578947366,38,174.3157894736842	0,0,-1	0,1,0	1,0,0	140.94869684210525	-10	0.2	3.1500000000000004	Wooden_thin	-1:-1	7
8	Images/10634/table/fixed_衆議院.png	188.22631578947366,38,174.3157894736842	0,0,-1	0,1,0	1,0,0	46.982898947368426	-10	0.2	3.1500000000000004	Wooden_thin	-1:-1	8
9	Images/10634/table/fixed_行政.png	188.22631578947366,38,174.3157894736842	0,0,-1	0,1,0	1,0,0	-46.9828989473684	-10	0.2	4.275	Wooden_thin	-1:-1	9
10	Images/10634/table/fixed_高速バス.png	188.22631578947366,38,174.3157894736842	0,0,-1	0,1,0	1,0,0	-140.94869684210525	-10	0.2	3.1500000000000004	Wooden_thin	-1:-1	10
