id	data	x	y	z	theta	size	parent	uniqueCode
1	Images/321282/sec0/sec0_01.jpg,Wooden_thin2	4	7.699999999999999	-78.0	0,11.09834,0	1.4	1	9
2	Images/321282/sec1/sec1_01.jpg,Wooden_thin2	4	7.699999999999999	-62.4	0,11.09834,0	1.4	1	10
3	Images/321282/sec2/sec2_01.jpg,Wooden_thin2	4	7.699999999999999	-46.8	0,11.09834,0	1.4	1	11
4	Images/321282/sec3/sec3_01.jpg,Wooden_thin2	4	7.699999999999999	-31.200000000000003	0,11.09834,0	1.4	1	12
5	Images/321282/sec3/sec3_02.jpg,Wooden_thin2	4	7.699999999999999	-15.600000000000001	0,11.09834,0	1.4	1	13
6	Images/321282/sec3/sec3_03.jpg,Wooden_thin2	4	7.699999999999999	0.0	0,11.09834,0	1.4	1	14
7	Images/321282/sec3/sec3_04.jpg,Wooden_thin2	4	7.699999999999999	15.599999999999994	0,11.09834,0	1.4	1	15
8	Images/321282/sec3/sec3_05.jpg,Wooden_thin2	4	7.699999999999999	31.200000000000003	0,11.09834,0	1.4	1	16
9	Images/321282/sec3/sec3_06.jpg,Wooden_thin2	4	7.699999999999999	46.8	0,11.09834,0	1.4	1	17
10	Images/321282/sec4/sec4_01.jpg,Wooden_thin2	4	7.699999999999999	62.400000000000006	0,11.09834,0	1.4	1	18
11	Images/321282/sec4/sec4_02.jpg,Wooden_thin2	4	7.699999999999999	78.0	0,11.09834,0	1.4	1	19
12	Images/321282/sec5/sec5_01.jpg,Wooden_thin2	4	7.699999999999999	-46.8	0,11.09834,0	1.4	2	20
13	Images/321282/sec5/sec5_02.jpg,Wooden_thin2	4	7.699999999999999	-31.199999999999996	0,11.09834,0	1.4	2	21
14	Images/321282/sec6/sec6_01.jpg,Wooden_thin2	4	7.699999999999999	-15.599999999999998	0,11.09834,0	1.4	2	22
15	Images/321282/sec6/sec6_02.jpg,Wooden_thin2	4	7.699999999999999	0.0	0,11.09834,0	1.4	2	23
16	Images/321282/sec7/sec7_01.jpg,Wooden_thin2	4	7.699999999999999	15.600000000000001	0,11.09834,0	1.4	2	24
17	Images/321282/sec8/sec8_01.jpg,Wooden_thin2	4	7.699999999999999	31.200000000000003	0,11.09834,0	1.4	2	25
18	Images/321282/sec8/sec8_02.jpg,Wooden_thin2	4	7.699999999999999	46.8	0,11.09834,0	1.4	2	26
19	Images/321282/sec8/sec8_03.jpg,Wooden_thin2	4	7.699999999999999	-78.0	0,11.09834,0	1.4	3	27
20	Images/321282/sec8/sec8_04.jpg,Wooden_thin2	4	7.699999999999999	-62.4	0,11.09834,0	1.4	3	28
21	Images/321282/sec9/sec9_01.jpg,Wooden_thin2	4	7.699999999999999	-46.8	0,11.09834,0	1.4	3	29
22	Images/321282/sec9/sec9_02.jpg,Wooden_thin2	4	7.699999999999999	-31.200000000000003	0,11.09834,0	1.4	3	30
23	Images/321282/sec10/sec10_01.jpg,Wooden_thin2	4	7.699999999999999	-15.600000000000001	0,11.09834,0	1.4	3	31
24	Images/321282/sec11/sec11_01.jpg,Wooden_thin2	4	7.699999999999999	0.0	0,11.09834,0	1.4	3	32
25	Images/321282/sec12/sec12_01.jpg,Wooden_thin2	4	7.699999999999999	15.599999999999994	0,11.09834,0	1.4	3	33
