id	type	x	y	z	theta	gyokaku	range	spotAngle	intensity	color
1	spot	-263.2894736842105	103.5	254.8	0	0	200	90	1.7	0.8313556517523675,0.7686324751896949,0.8208695718862455,1
2	spot	0	103.5	479.1	0	0	200	90	1.7	0.8313556517523675,0.7686324751896949,0.8208695718862455,1
3	spot	225.79473684210524	103.5	257.8	0	0	200	90	1.7	0.8313556517523675,0.7686324751896949,0.8208695718862455,1
3	spot	-216.8357894736842	103.5	511.2947368421052	40	270	200	25	2.0	0.8313556517523675,0.7686324751896949,0.8208695718862455,1
4	spot	-105.91789473684207	103.5	511.2947368421052	40	270	200	25	2.0	0.8313556517523675,0.7686324751896949,0.8208695718862455,1
5	spot	5.000000000000057	103.5	511.2947368421052	40	270	200	25	2.0	0.8313556517523675,0.7686324751896949,0.8208695718862455,1
6	spot	115.91789473684213	103.5	511.2947368421052	40	270	200	25	2.0	0.8313556517523675,0.7686324751896949,0.8208695718862455,1
7	spot	232.29473684210524	103.5	549.1444105263158	40	0	200	25	2.0	0.8313556517523675,0.7686324751896949,0.8208695718862455,1
8	spot	232.29473684210524	103.5	445.1919094736842	40	0	200	25	2.0	0.8313556517523675,0.7686324751896949,0.8208695718862455,1
9	spot	232.29473684210524	103.5	341.2394084210526	40	0	200	25	2.0	0.8313556517523675,0.7686324751896949,0.8208695718862455,1
10	spot	232.29473684210524	103.5	237.28690736842105	40	0	200	25	2.0	0.8313556517523675,0.7686324751896949,0.8208695718862455,1
11	spot	232.29473684210524	103.5	133.3344063157894	40	0	200	25	2.0	0.8313556517523675,0.7686324751896949,0.8208695718862455,1
12	spot	232.29473684210524	103.5	29.381905263157876	40	0	200	25	2.0	0.8313556517523675,0.7686324751896949,0.8208695718862455,1
13	spot	-116.14736842105262	103.5	283.50682105263155	60	180	200	40	3.6	0.8313556517523675,0.7686324751896949,0.8208695718862455,1
