id	type	x	y	z	theta	gyokaku	range	spotAngle	intensity	color
1	spot	-181.18421052631578	103.5	176.8	0	0	200	90	1.7	0.9056887321294423,0.9296880792274486,0.7690757813257048,1
2	spot	0	103.5	338.7	0	0	200	90	1.7	0.9056887321294423,0.9296880792274486,0.7690757813257048,1
3	spot	145.7421052631579	103.5	187.6	0	0	200	90	1.7	0.9056887321294423,0.9296880792274486,0.7690757813257048,1
3	spot	-142.93157894736842	103.5	365.3526315789474	40	270	200	25	2.0	0.9056887321294423,0.9296880792274486,0.7690757813257048,1
4	spot	-44.310526315789474	103.5	365.3526315789474	40	270	200	25	2.0	0.9056887321294423,0.9296880792274486,0.7690757813257048,1
5	spot	54.310526315789474	103.5	365.3526315789474	40	270	200	25	2.0	0.9056887321294423,0.9296880792274486,0.7690757813257048,1
6	spot	152.2421052631579	103.5	389.5115573684211	40	0	200	25	2.0	0.9056887321294423,0.9296880792274486,0.7690757813257048,1
7	spot	152.2421052631579	103.5	273.41613315789476	40	0	200	25	2.0	0.9056887321294423,0.9296880792274486,0.7690757813257048,1
8	spot	152.2421052631579	103.5	157.32070894736844	40	0	200	25	2.0	0.9056887321294423,0.9296880792274486,0.7690757813257048,1
9	spot	152.2421052631579	103.5	41.22528473684204	40	0	200	25	2.0	0.9056887321294423,0.9296880792274486,0.7690757813257048,1
10	spot	-76.12105263157895	103.5	211.08258947368424	60	180	200	40	3.6	0.9056887321294423,0.9296880792274486,0.7690757813257048,1
