id	type	x	y	z	theta	gyokaku	range	spotAngle	intensity	color
1	spot	30.0	103.5	36.5	0	0	200	15	2.0	0.7771966684622275,0.7576719799548142,0.8653070268884623,1
2	spot	47.65789473684208	103.5	70.6	0	0	200	45	2.0	0.7771966684622275,0.7576719799548142,0.8653070268884623,1
3	spot	30.0	103.5	104.7	0	0	200	15	2.0	0.7771966684622275,0.7576719799548142,0.8653070268884623,1
3	spot	-41.105263157894726	103.5	122.11578947368417	40	270	200	30	3.6	0.7771966684622275,0.7576719799548142,0.8653070268884623,1
4	spot	5.0	103.5	122.11578947368417	40	270	200	30	3.6	0.7771966684622275,0.7576719799548142,0.8653070268884623,1
5	spot	51.10526315789471	103.5	122.11578947368417	40	270	200	30	3.6	0.7771966684622275,0.7576719799548142,0.8653070268884623,1
6	spot	24.15789473684208	103.5	153.0694736842105	40	0	200	30	3.6	0.7771966684622275,0.7576719799548142,0.8653070268884623,1
7	spot	24.15789473684208	103.5	92.21052631578945	40	0	200	30	3.6	0.7771966684622275,0.7576719799548142,0.8653070268884623,1
8	spot	24.15789473684208	103.5	31.351578947368424	40	0	200	30	3.6	0.7771966684622275,0.7576719799548142,0.8653070268884623,1
9	spot	0	103.5	91.28842105263156	60	180	200	40	3.6	0.7771966684622275,0.7576719799548142,0.8653070268884623,1
