ID	data	wallCenter	wallRight	wallUp	wallFront	x	y	z	size	frameTitle	parent	uniqueCode
1	./Images/32/title_panel.png	-118.78947368421052,28.656,30	0,0,1	0,1,0	-1,0,0	0	-2.443498	0.2	1.4	none(caption)	4:3	22
1	./Images/32/word_cloud.png	-140.19473684210527,38,131.93052631578948	0,0,1	0,1,0	-1,0,0	92.35136842105263	5	0.2	2.5	Wooden_thin2	-1:-1	23
1	./Images/32/durham castle.jpg	-140.19473684210527,38,130.61122105263158	0,0,1	0,1,0	-1,0,0	0	5	0.2	5.6	Wooden_thin2	-1:-1	23
1	./Images/32/caption/caption0.png	-140.19473684210527,38,130.61122105263158	0,0,1	0,1,0	-1,0,0	35	-2	1	0.8	Wooden_thin2	-1:-1	23
3	./Images/32/United Nations geographical subregions.png	0,38,263.19473684210527	1,0,0	0,1,0	0,0,1	-88.89605263157895	-10	0.2	4.5	Wooden_thin	-1:-1	3
4	./Images/32/caption/caption1.png	0,38,263.19473684210527	1,0,0	0,1,0	0,0,1	-66.89605263157895	-20	1.5	0.7	none(caption)	-1:-1	4
5	./Images/32/T and O map Guntherus Ziner 1472.jpg	0,38,263.19473684210527	1,0,0	0,1,0	0,0,1	-26.298684210526318	-10	0.2	4.5	Wooden_thin	-1:-1	5
6	./Images/32/caption/caption2.png	0,38,263.19473684210527	1,0,0	0,1,0	0,0,1	-4.298684210526318	-20	1.5	0.7	none(caption)	-1:-1	6
7	./Images/32/Europe As A Queen Sebastian Munster 1570.jpg	0,38,263.19473684210527	1,0,0	0,1,0	0,0,1	36.29868421052632	-10	0.2	4.5	Wooden_thin	-1:-1	7
8	./Images/32/caption/caption3.png	0,38,263.19473684210527	1,0,0	0,1,0	0,0,1	58.29868421052632	-20	1.5	0.7	none(caption)	-1:-1	8
9	Images/32/table/fixed_ヨーロッパの国々.png	140.19473684210527,38,133.26315789473685	0,0,-1	0,1,0	1,0,0	0.0	-10	0.2	39.0375	Wooden_thin	-1:-1	9
