ID	data	wallCenter	wallRight	wallUp	wallFront	x	y	z	size	frameTitle	parent	uniqueCode
1	./Images/266/title_panel.png	-127.0,28.656,30	0,0,1	0,1,0	-1,0,0	0	-2.443498	0.2	1.4	none(caption)	4:3	22
1	./Images/266/word_cloud.png	-148.2,38,140.05894736842106	0,0,1	0,1,0	-1,0,0	98.04126315789473	5	0.2	2.5	Wooden_thin2	-1:-1	23
1	./Images/266/Chicago montage.jpg	-148.2,38,138.65835789473684	0,0,1	0,1,0	-1,0,0	0	5	0.2	5.6	Wooden_thin2	-1:-1	23
3	./Images/266/Chicago Downtown71.jpg	0,38,279.4105263157895	1,0,0	0,1,0	0,0,1	-94.89999999999999	-10	0.2	4.5	Wooden_thin	-1:-1	3
4	./Images/266/caption/caption1.png	0,38,279.4105263157895	1,0,0	0,1,0	0,0,1	-72.89999999999999	-20	1.5	0.7	none(caption)	-1:-1	4
5	./Images/266/UCB030024.JPG	0,38,279.4105263157895	1,0,0	0,1,0	0,0,1	-28.299999999999997	-10	0.2	4.5	Wooden_thin	-1:-1	5
6	./Images/266/caption/caption2.png	0,38,279.4105263157895	1,0,0	0,1,0	0,0,1	-6.299999999999997	-20	1.5	0.7	none(caption)	-1:-1	6
7	./Images/266/Chicago sunrise 1.jpg	0,38,279.4105263157895	1,0,0	0,1,0	0,0,1	38.30000000000001	-10	0.2	4.5	Wooden_thin	-1:-1	7
8	./Images/266/caption/caption3.png	0,38,279.4105263157895	1,0,0	0,1,0	0,0,1	60.30000000000001	-20	1.5	0.7	none(caption)	-1:-1	8
9	Images/266/table/fixed_プロスポーツ.png	148.2,38,141.47368421052633	0,0,-1	0,1,0	1,0,0	76.26209684210527	-10	0.2	5.670000000000001	Wooden_thin	-1:-1	9
10	Images/266/table/fixed_人口動勢.png	148.2,38,141.47368421052633	0,0,-1	0,1,0	1,0,0	-76.26209684210525	-10	0.2	5.670000000000001	Wooden_thin	-1:-1	10
