id	data	x	y	z	theta	size	parent	uniqueCode
1	Images/1627399/sec0/sec0_01.jpg,Wooden_thin2	4	7.699999999999999	-31.200000000000003	0,11.09834,0	1.4	1	33
2	Images/1627399/sec1/sec1_01.jpg,Wooden_thin2	4	7.699999999999999	-15.600000000000003	0,11.09834,0	1.4	1	34
3	Images/1627399/sec2/sec2_01.jpg,Wooden_thin2	4	7.699999999999999	-3.552713678800501e-15	0,11.09834,0	1.4	1	35
4	Images/1627399/sec2/sec2_02.jpg,Wooden_thin2	4	7.699999999999999	15.599999999999994	0,11.09834,0	1.4	1	36
5	Images/1627399/sec2/sec2_03.jpg,Wooden_thin2	4	7.699999999999999	31.199999999999996	0,11.09834,0	1.4	1	37
6	Images/1627399/sec2/sec2_04.jpg,Wooden_thin2	4	7.699999999999999	31.200000000000003	0,11.09834,0	1.4	2	38
7	Images/1627399/sec2/sec2_05.jpg,Wooden_thin2	4	7.699999999999999	15.600000000000003	0,11.09834,0	1.4	2	39
8	Images/1627399/sec2/sec2_06.jpg,Wooden_thin2	4	7.699999999999999	3.552713678800501e-15	0,11.09834,0	1.4	2	40
9	Images/1627399/sec2/sec2_07.jpg,Wooden_thin2	4	7.699999999999999	-15.599999999999994	0,11.09834,0	1.4	2	41
10	Images/1627399/sec2/sec2_08.jpg,Wooden_thin2	4	7.699999999999999	-31.199999999999996	0,11.09834,0	1.4	2	42
11	Images/1627399/sec2/sec2_09.jpg,Wooden_thin2	4	7.699999999999999	-31.200000000000003	0,11.09834,0	1.4	3	43
12	Images/1627399/sec3/sec3_01.jpg,Wooden_thin2	4	7.699999999999999	-15.600000000000003	0,11.09834,0	1.4	3	44
13	Images/1627399/sec4/sec4_01.jpg,Wooden_thin2	4	7.699999999999999	-3.552713678800501e-15	0,11.09834,0	1.4	3	45
14	Images/1627399/sec5/sec5_01.jpg,Wooden_thin2	4	7.699999999999999	15.599999999999994	0,11.09834,0	1.4	3	46
