ID	data	wallCenter	wallRight	wallUp	wallFront	x	y	z	size	frameTitle	parent	uniqueCode
1	./Images/3598162/title_panel.png	-37.368421052631575,28.656,31.5	1,0,0	0,1,0	0,0,1	0	-2.600999	0.2	1.4	none(caption)	4:3	22
1	./Images/3598162/title_panel.png	-37.368421052631575,28.656,31.5	1,0,0	0,1,0	0,0,1	0	-2.600999	0.2	1.4	none(caption)	4:3	22
1	./Images/3598162/word_cloud.png	-124.18421052631578,38,123.80210526315787	0,0,1	0,1,0	-1,0,0	0	5	0.2	4	Wooden_thin2	-1:-1	23
2	./Images/3598162/Shingu City Library 2021-10 ac (1).jpg	0,38,246.978947368421	1,0,0	0,1,0	0,0,1	-67.78947368421052	-10	0.2	2.084210526315789	Wooden_thin	-1:-1	3
3	./Images/3598162/caption/caption0.png	0,38,246.978947368421	1,0,0	0,1,0	0,0,1	-52.368421052631575	-20	0.2	0.7	none(caption)	-1:-1	4
4	./Images/3598162/Shingu Yokomachi Chibikko Hiroba 2021-10 ac.jpg	0,38,246.978947368421	1,0,0	0,1,0	0,0,1	5.0	-10	0.2	2.084210526315789	Wooden_thin	-1:-1	5
5	./Images/3598162/caption/caption1.png	0,38,246.978947368421	1,0,0	0,1,0	0,0,1	20.421052631578945	-20	0.2	0.7	none(caption)	-1:-1	6
6	./Images/3598162/Former Shingu City Library 2021-10 ac (1).jpg	0,38,246.978947368421	1,0,0	0,1,0	0,0,1	77.78947368421052	-10	0.2	2.084210526315789	Wooden_thin	-1:-1	7
7	./Images/3598162/caption/caption2.png	0,38,246.978947368421	1,0,0	0,1,0	0,0,1	93.21052631578947	-20	0.2	0.7	none(caption)	-1:-1	8
8	./Images/3598162/Former Shingu City Library 2021-10 ac (2).jpg	124.18421052631578,38,125.05263157894734	0,0,-1	0,1,0	1,0,0	82.53473684210525	-10	0.2	3	Wooden_thin	-1:-1	9
9	./Images/3598162/caption/caption3.png	124.18421052631578,38,125.05263157894734	0,0,-1	0,1,0	1,0,0	102.53473684210525	-20	0.2	0.7	none(caption)	-1:-1	10
10	./Images/3598162/Tankaku Hall 2021-10 ac (1).jpg	124.18421052631578,38,125.05263157894734	0,0,-1	0,1,0	1,0,0	0.0	-10	0.2	3	Wooden_thin	-1:-1	11
11	./Images/3598162/caption/caption4.png	124.18421052631578,38,125.05263157894734	0,0,-1	0,1,0	1,0,0	20.0	-20	0.2	0.7	none(caption)	-1:-1	12
12	./Images/3598162/Shingu City Library book mobile 2021-10 ac (1).jpg	124.18421052631578,38,125.05263157894734	0,0,-1	0,1,0	1,0,0	-82.53473684210525	-10	0.2	3	Wooden_thin	-1:-1	13
13	./Images/3598162/caption/caption5.png	124.18421052631578,38,125.05263157894734	0,0,-1	0,1,0	1,0,0	-62.53473684210525	-20	0.2	0.7	none(caption)	-1:-1	14
