id	type	x	y	z	theta	gyokaku	range	spotAngle	intensity	color
1	spot	30.0	103.5	36.5	0	0	200	0	2.0	0.7502460917803724,0.7322870349684015,0.9209633477696526,1
2	spot	47.65789473684208	103.5	62.8	0	0	200	30	2.0	0.7502460917803724,0.7322870349684015,0.9209633477696526,1
3	spot	30.0	103.5	89.1	0	0	200	15	2.0	0.7502460917803724,0.7322870349684015,0.9209633477696526,1
3	spot	-46.86842105263156	103.5	105.9	40	270	200	30	3.6	0.7502460917803724,0.7322870349684015,0.9209633477696526,1
4	spot	-12.28947368421052	103.5	105.9	40	270	200	30	3.6	0.7502460917803724,0.7322870349684015,0.9209633477696526,1
5	spot	22.28947368421052	103.5	105.9	40	270	200	30	3.6	0.7502460917803724,0.7322870349684015,0.9209633477696526,1
6	spot	56.86842105263156	103.5	105.9	40	270	200	30	3.6	0.7502460917803724,0.7322870349684015,0.9209633477696526,1
7	spot	24.15789473684208	103.5	150.528	40	0	200	30	3.6	0.7502460917803724,0.7322870349684015,0.9209633477696526,1
8	spot	24.15789473684208	103.5	117.26400000000001	40	0	200	30	3.6	0.7502460917803724,0.7322870349684015,0.9209633477696526,1
9	spot	24.15789473684208	103.5	84.0	40	0	200	30	3.6	0.7502460917803724,0.7322870349684015,0.9209633477696526,1
10	spot	24.15789473684208	103.5	50.73600000000002	40	0	200	30	3.6	0.7502460917803724,0.7322870349684015,0.9209633477696526,1
11	spot	24.15789473684208	103.5	17.47200000000001	40	0	200	30	3.6	0.7502460917803724,0.7322870349684015,0.9209633477696526,1
12	spot	0	103.5	83.16	60	180	200	40	3.6	0.7502460917803724,0.7322870349684015,0.9209633477696526,1
