id	data	x	y	z	theta	size	parent	uniqueCode
1	Images/1627399/sec0/sec0_01.jpg,Wooden_thin2	4	7.7	-31.2	0,11.09834,0	1.4	1	23
2	Images/1627399/sec1/sec1_01.jpg,Wooden_thin2	4	7.7	-15.6	0,11.09834,0	1.4	1	24
3	Images/1627399/sec2/sec2_01.jpg,Wooden_thin2	4	7.7	0	0,11.09834,0	1.4	1	25
4	Images/1627399/sec2/sec2_02.jpg,Wooden_thin2	4	7.7	15.6	0,11.09834,0	1.4	1	26
5	Images/1627399/sec2/sec2_03.jpg,Wooden_thin2	4	7.7	31.2	0,11.09834,0	1.4	1	27
6	Images/1627399/sec2/sec2_04.jpg,Wooden_thin2	4	7.7	-31.2	0,11.09834,0	1.4	2	28
7	Images/1627399/sec2/sec2_05.jpg,Wooden_thin2	4	7.7	-15.6	0,11.09834,0	1.4	2	29
8	Images/1627399/sec2/sec2_06.jpg,Wooden_thin2	4	7.7	0	0,11.09834,0	1.4	2	30
9	Images/1627399/sec2/sec2_07.jpg,Wooden_thin2	4	7.7	15.6	0,11.09834,0	1.4	2	31
10	Images/1627399/sec2/sec2_08.jpg,Wooden_thin2	4	7.7	31.2	0,11.09834,0	1.4	2	32
11	Images/1627399/sec2/sec2_09.jpg,Wooden_thin2	4	7.7	-31.2	0,11.09834,0	1.4	3	33
12	Images/1627399/sec3/sec3_01.jpg,Wooden_thin2	4	7.7	-15.6	0,11.09834,0	1.4	3	34
13	Images/1627399/sec4/sec4_01.jpg,Wooden_thin2	4	7.7	0	0,11.09834,0	1.4	3	35
14	Images/1627399/sec5/sec5_01.jpg,Wooden_thin2	4	7.7	15.6	0,11.09834,0	1.4	3	36
