id	type	x	y	z	theta	gyokaku	range	spotAngle	intensity	color
1	spot	0	103.5	32.0	18	180	200	15	2.0	0.7319696421664736,0.7057000627106295,0.7733686712117329,1
2	spot	0	103.5	69.4	18	0	200	60	2.0	0.7319696421664736,0.7057000627106295,0.7733686712117329,1
3	spot	0	103.5	106.8	18	180	200	15	2.0	0.7319696421664736,0.7057000627106295,0.7733686712117329,1
3	spot	0	103.5	26.450292397660817	38	180	200	30	2	0.7319696421664736,0.7057000627106295,0.7733686712117329,1
4	spot	0	103.5	39.35087719298246	38	180	200	30	2	0.7319696421664736,0.7057000627106295,0.7733686712117329,1
5	spot	0	103.5	52.2514619883041	38	180	200	30	2	0.7319696421664736,0.7057000627106295,0.7733686712117329,1
6	spot	0	103.5	65.15204678362574	38	180	200	30	2	0.7319696421664736,0.7057000627106295,0.7733686712117329,1
7	spot	0	103.5	78.05263157894737	38	180	200	30	2	0.7319696421664736,0.7057000627106295,0.7733686712117329,1
8	spot	0	103.5	90.953216374269	38	180	200	30	2	0.7319696421664736,0.7057000627106295,0.7733686712117329,1
9	spot	0	103.5	103.85380116959065	38	180	200	30	2	0.7319696421664736,0.7057000627106295,0.7733686712117329,1
10	spot	0	103.5	116.75438596491229	38	180	200	30	2	0.7319696421664736,0.7057000627106295,0.7733686712117329,1
11	spot	0	103.5	129.65497076023394	38	180	200	30	2	0.7319696421664736,0.7057000627106295,0.7733686712117329,1
12	spot	0	103.5	73.05263157894737	38	0	200	30	2	0.7319696421664736,0.7057000627106295,0.7733686712117329,1
