id	type	x	y	z	theta	gyokaku	range	spotAngle	intensity	color
1	spot	-107.28947368421052	103.5	106.6	0	0	200	90	1.7	0.8856096810490601,0.8655136653103097,0.7369729918391563,1
2	spot	0	103.5	229.5	0	0	200	90	1.7	0.8856096810490601,0.8655136653103097,0.7369729918391563,1
3	spot	73.69473684210527	103.5	133.0	0	0	200	90	1.7	0.8856096810490601,0.8655136653103097,0.7369729918391563,1
3	spot	-95.15578947368422	103.5	251.84210526315786	40	270	200	25	2.0	0.8856096810490601,0.8655136653103097,0.7369729918391563,1
4	spot	-45.0778947368421	103.5	251.84210526315786	40	270	200	25	2.0	0.8856096810490601,0.8655136653103097,0.7369729918391563,1
5	spot	5.000000000000014	103.5	251.84210526315786	40	270	200	25	2.0	0.8856096810490601,0.8655136653103097,0.7369729918391563,1
6	spot	55.077894736842126	103.5	251.84210526315786	40	270	200	25	2.0	0.8856096810490601,0.8655136653103097,0.7369729918391563,1
7	spot	80.19473684210527	103.5	271.38	40	0	200	25	2.0	0.8856096810490601,0.8655136653103097,0.7369729918391563,1
8	spot	80.19473684210527	103.5	157.89473684210526	40	0	200	25	2.0	0.8856096810490601,0.8655136653103097,0.7369729918391563,1
9	spot	80.19473684210527	103.5	44.409473684210525	40	0	200	25	2.0	0.8856096810490601,0.8655136653103097,0.7369729918391563,1
10	spot	-40.097368421052636	103.5	154.7526315789474	60	180	200	40	3.6	0.8856096810490601,0.8655136653103097,0.7369729918391563,1
