id	type	x	y	z	theta	gyokaku	range	spotAngle	intensity	color
1	spot	-90.86842105263158	103.5	91.0	0	0	200	90	1.7	0.7097085993873498,0.8603929061080208,0.8458332405154622,1
2	spot	0	103.5	151.5	0	0	200	90	1.7	0.7097085993873498,0.8603929061080208,0.8458332405154622,1
3	spot	57.68421052631578	103.5	94.0	0	0	200	60	1.7	0.7097085993873498,0.8603929061080208,0.8458332405154622,1
3	spot	-82.34736842105262	103.5	170.7631578947368	40	270	200	25	2.0	0.7097085993873498,0.8603929061080208,0.8458332405154622,1
4	spot	-38.67368421052632	103.5	170.7631578947368	40	270	200	25	2.0	0.7097085993873498,0.8603929061080208,0.8458332405154622,1
5	spot	5.0	103.5	170.7631578947368	40	270	200	25	2.0	0.7097085993873498,0.8603929061080208,0.8458332405154622,1
6	spot	48.67368421052629	103.5	170.7631578947368	40	270	200	25	2.0	0.7097085993873498,0.8603929061080208,0.8458332405154622,1
7	spot	64.18421052631578	103.5	179.82642631578943	40	0	200	25	2.0	0.7097085993873498,0.8603929061080208,0.8458332405154622,1
8	spot	64.18421052631578	103.5	53.857784210526304	40	0	200	25	2.0	0.7097085993873498,0.8603929061080208,0.8458332405154622,1
9	spot	-32.09210526315789	103.5	114.51694736842103	60	180	200	40	3.6	0.7097085993873498,0.8603929061080208,0.8458332405154622,1
