id	type	x	y	z	theta	gyokaku	range	spotAngle	intensity	color
1	spot	-49.81578947368419	103.5	52.0	0	0	200	15	1.7	0.8944813069768461,0.9134143713756117,0.7311098976905853,1
2	spot	0	103.5	104.7	0	0	200	45	1.7	0.8944813069768461,0.9134143713756117,0.7311098976905853,1
3	spot	17.65789473684208	103.5	70.6	0	0	200	15	1.7	0.8944813069768461,0.9134143713756117,0.7311098976905853,1
3	spot	-52.6315789473684	103.5	122.11578947368417	40	270	200	25	2.0	0.8944813069768461,0.9134143713756117,0.7311098976905853,1
4	spot	-29.57894736842104	103.5	122.11578947368417	40	270	200	25	2.0	0.8944813069768461,0.9134143713756117,0.7311098976905853,1
5	spot	-6.526315789473685	103.5	122.11578947368417	40	270	200	25	2.0	0.8944813069768461,0.9134143713756117,0.7311098976905853,1
6	spot	16.52631578947367	103.5	122.11578947368417	40	270	200	25	2.0	0.8944813069768461,0.9134143713756117,0.7311098976905853,1
7	spot	39.57894736842104	103.5	122.11578947368417	40	270	200	25	2.0	0.8944813069768461,0.9134143713756117,0.7311098976905853,1
8	spot	24.15789473684208	103.5	92.21052631578945	40	0	200	25	2.0	0.8944813069768461,0.9134143713756117,0.7311098976905853,1
9	spot	-12.07894736842104	103.5	90.37553684210525	60	180	200	40	3.6	0.8944813069768461,0.9134143713756117,0.7311098976905853,1
