id	type	x	y	z	theta	gyokaku	range	spotAngle	intensity	color
1	spot	-222.23684210526318	103.5	215.8	0	0	200	90	1.7	0.8206565085535988,0.9403862032206092,0.7978473528635056,1
2	spot	0	103.5	447.9	0	0	200	90	1.7	0.8206565085535988,0.9403862032206092,0.7978473528635056,1
3	spot	185.7684210526316	103.5	242.2	0	0	200	90	1.7	0.8206565085535988,0.9403862032206092,0.7978473528635056,1
3	spot	-184.81473684210528	103.5	478.8631578947368	40	270	200	25	2.0	0.8206565085535988,0.9403862032206092,0.7978473528635056,1
4	spot	-89.90736842105264	103.5	478.8631578947368	40	270	200	25	2.0	0.8206565085535988,0.9403862032206092,0.7978473528635056,1
5	spot	5.0	103.5	478.8631578947368	40	270	200	25	2.0	0.8206565085535988,0.9403862032206092,0.7978473528635056,1
6	spot	99.90736842105264	103.5	478.8631578947368	40	270	200	25	2.0	0.8206565085535988,0.9403862032206092,0.7978473528635056,1
7	spot	192.2684210526316	103.5	493.4574568421052	40	0	200	25	2.0	0.8206565085535988,0.9403862032206092,0.7978473528635056,1
8	spot	192.2684210526316	103.5	346.38055578947365	40	0	200	25	2.0	0.8206565085535988,0.9403862032206092,0.7978473528635056,1
9	spot	192.2684210526316	103.5	199.30365473684208	40	0	200	25	2.0	0.8206565085535988,0.9403862032206092,0.7978473528635056,1
10	spot	192.2684210526316	103.5	52.22675368421045	40	0	200	25	2.0	0.8206565085535988,0.9403862032206092,0.7978473528635056,1
11	spot	-96.1342105263158	103.5	267.41254736842103	60	180	200	40	3.6	0.8206565085535988,0.9403862032206092,0.7978473528635056,1
