id	type	x	y	z	theta	gyokaku	range	spotAngle	intensity	color
1	spot	-148.3421052631579	103.5	145.6	0	0	200	90	1.7	0.7292685334853877,0.9215914251251204,0.8026760726755752,1
2	spot	0	103.5	260.7	0	0	200	90	1.7	0.7292685334853877,0.9215914251251204,0.8026760726755752,1
3	spot	113.72105263157894	103.5	148.6	0	0	200	90	1.7	0.7292685334853877,0.9215914251251204,0.8026760726755752,1
3	spot	-127.17684210526315	103.5	284.27368421052626	40	270	200	25	2.0	0.7292685334853877,0.9215914251251204,0.8026760726755752,1
4	spot	-61.08842105263159	103.5	284.27368421052626	40	270	200	25	2.0	0.7292685334853877,0.9215914251251204,0.8026760726755752,1
5	spot	4.999999999999972	103.5	284.27368421052626	40	270	200	25	2.0	0.7292685334853877,0.9215914251251204,0.8026760726755752,1
6	spot	71.08842105263156	103.5	284.27368421052626	40	270	200	25	2.0	0.7292685334853877,0.9215914251251204,0.8026760726755752,1
7	spot	120.22105263157894	103.5	268.281587368421	40	0	200	25	2.0	0.7292685334853877,0.9215914251251204,0.8026760726755752,1
8	spot	120.22105263157894	103.5	80.34999157894737	40	0	200	25	2.0	0.7292685334853877,0.9215914251251204,0.8026760726755752,1
9	spot	-60.11052631578947	103.5	170.84690526315788	60	180	200	40	3.6	0.7292685334853877,0.9215914251251204,0.8026760726755752,1
