id	type	x	y	z	theta	gyokaku	range	spotAngle	intensity	color
1	spot	-181.18421052631578	103.5	176.8	0	0	200	90	1.7	0.8833618242798857,0.9409293171056832,0.7540122261023705,1
2	spot	0	103.5	323.1	0	0	200	90	1.7	0.8833618242798857,0.9409293171056832,0.7540122261023705,1
3	spot	145.7421052631579	103.5	179.8	0	0	200	90	1.7	0.8833618242798857,0.9409293171056832,0.7540122261023705,1
3	spot	-152.79368421052632	103.5	349.1368421052631	40	270	200	25	2.0	0.8833618242798857,0.9409293171056832,0.7540122261023705,1
4	spot	-73.89684210526315	103.5	349.1368421052631	40	270	200	25	2.0	0.8833618242798857,0.9409293171056832,0.7540122261023705,1
5	spot	5.0	103.5	349.1368421052631	40	270	200	25	2.0	0.8833618242798857,0.9409293171056832,0.7540122261023705,1
6	spot	83.8968421052632	103.5	349.1368421052631	40	270	200	25	2.0	0.8833618242798857,0.9409293171056832,0.7540122261023705,1
7	spot	152.2421052631579	103.5	393.2737263157894	40	0	200	25	2.0	0.8833618242798857,0.9409293171056832,0.7540122261023705,1
8	spot	152.2421052631579	103.5	318.8273936842105	40	0	200	25	2.0	0.8833618242798857,0.9409293171056832,0.7540122261023705,1
9	spot	152.2421052631579	103.5	244.38106105263157	40	0	200	25	2.0	0.8833618242798857,0.9409293171056832,0.7540122261023705,1
10	spot	152.2421052631579	103.5	169.9347284210526	40	0	200	25	2.0	0.8833618242798857,0.9409293171056832,0.7540122261023705,1
11	spot	152.2421052631579	103.5	95.48839578947369	40	0	200	25	2.0	0.8833618242798857,0.9409293171056832,0.7540122261023705,1
12	spot	152.2421052631579	103.5	21.042063157894717	40	0	200	25	2.0	0.8833618242798857,0.9409293171056832,0.7540122261023705,1
13	spot	-76.12105263157895	103.5	203.03545263157892	60	180	200	40	3.6	0.8833618242798857,0.9409293171056832,0.7540122261023705,1
