ID	data	wallCenter	wallRight	wallUp	wallFront	x	y	z	size	frameTitle	parent	uniqueCode
1	./Images/399/title_panel.png	-217.3157894736842,28.656,30	0,0,1	0,1,0	-1,0,0	0	-2.443498	0.2	1.4	none(caption)	4:3	22
1	./Images/399/word_cloud.png	-236.25789473684208,38,245.72842105263157	0,0,1	0,1,0	-1,0,0	172.00989473684209	5	0.2	2.5	Wooden_thin2	-1:-1	23
1	./Images/399/Nijinomatsubara.jpg	-236.25789473684208,38,243.27113684210525	0,0,1	0,1,0	-1,0,0	0	5	0.2	5.6	Wooden_thin2	-1:-1	23
1	./Images/399/caption/caption0.png	-236.25789473684208,38,243.27113684210525	0,0,1	0,1,0	-1,0,0	35	-2	1	0.8	Wooden_thin2	-1:-1	23
3	./Images/399/Kashima Coast Saga Japan 01.jpg	0,38,490.2157894736842	1,0,0	0,1,0	0,0,1	-142.50526315789472	-10	0.2	4.5	Wooden_thin	-1:-1	3
4	./Images/399/caption/caption1.png	0,38,490.2157894736842	1,0,0	0,1,0	0,0,1	-120.50526315789472	-20	1.5	0.7	none(caption)	-1:-1	4
5	./Images/399/Yoshinogari Ancient Ruins 2008.jpg	0,38,490.2157894736842	1,0,0	0,1,0	0,0,1	5.0	-10	0.2	4.5	Wooden_thin	-1:-1	5
6	./Images/399/caption/caption2.png	0,38,490.2157894736842	1,0,0	0,1,0	0,0,1	27.0	-20	1.5	0.7	none(caption)	-1:-1	6
7	Images/399/table/fixed_気候.png	236.25789473684208,38,248.21052631578948	0,0,-1	0,1,0	1,0,0	178.3988336842105	-10	0.2	3.1500000000000004	Wooden_thin	-1:-1	7
8	Images/399/table/fixed_自治体.png	236.25789473684208,38,248.21052631578948	0,0,-1	0,1,0	1,0,0	0.0	-10	0.2	5.53125	Wooden_thin	-1:-1	8
9	Images/399/table/fixed_都市圏.png	236.25789473684208,38,248.21052631578948	0,0,-1	0,1,0	1,0,0	-178.3988336842105	-10	0.2	3.1500000000000004	Wooden_thin	-1:-1	9
