id	type	x	y	z	theta	gyokaku	range	spotAngle	intensity	color
1	spot	0	103.5	71.6	18	180	200	90	2.0	0.9874472758623153,0.8833649630392175,0.8111729046983428,1
2	spot	0	103.5	209.79999999999998	18	0	200	90	2.0	0.9874472758623153,0.8833649630392175,0.8111729046983428,1
3	spot	0	103.5	333.0	18	180	200	90	2.0	0.9874472758623153,0.8833649630392175,0.8111729046983428,1
3	spot	0	103.5	54.307017543859644	38	180	200	30	2	0.9874472758623153,0.8833649630392175,0.8111729046983428,1
4	spot	0	103.5	122.92105263157893	38	180	200	30	2	0.9874472758623153,0.8833649630392175,0.8111729046983428,1
5	spot	0	103.5	191.53508771929822	38	180	200	30	2	0.9874472758623153,0.8833649630392175,0.8111729046983428,1
6	spot	0	103.5	260.14912280701753	38	180	200	30	2	0.9874472758623153,0.8833649630392175,0.8111729046983428,1
7	spot	0	103.5	328.76315789473676	38	180	200	30	2	0.9874472758623153,0.8833649630392175,0.8111729046983428,1
8	spot	0	103.5	397.3771929824561	38	180	200	30	2	0.9874472758623153,0.8833649630392175,0.8111729046983428,1
9	spot	0	103.5	410.1353383458646	38	0	200	30	2	0.9874472758623153,0.8833649630392175,0.8111729046983428,1
10	spot	0	103.5	347.03759398496237	38	0	200	30	2	0.9874472758623153,0.8833649630392175,0.8111729046983428,1
11	spot	0	103.5	283.9398496240601	38	0	200	30	2	0.9874472758623153,0.8833649630392175,0.8111729046983428,1
12	spot	0	103.5	220.84210526315786	38	0	200	30	2	0.9874472758623153,0.8833649630392175,0.8111729046983428,1
13	spot	0	103.5	157.7443609022556	38	0	200	30	2	0.9874472758623153,0.8833649630392175,0.8111729046983428,1
14	spot	0	103.5	94.64661654135341	38	0	200	30	2	0.9874472758623153,0.8833649630392175,0.8111729046983428,1
15	spot	0	103.5	31.5488721804511	38	0	200	30	2	0.9874472758623153,0.8833649630392175,0.8111729046983428,1
