id	data	x	y	z	theta	size	parent	uniqueCode
1	Images/121/sec0/sec0_01.jpg,Wooden_thin2	4	7.699999999999999	-70.2	0,11.09834,0	1.4	1	11
2	Images/121/sec1/sec1_01.jpg,Wooden_thin2	4	7.699999999999999	-54.6	0,11.09834,0	1.4	1	12
3	Images/121/sec2/sec2_01.jpg,Wooden_thin2	4	7.699999999999999	-39.0	0,11.09834,0	1.4	1	13
4	Images/121/sec2/sec2_02.jpg,Wooden_thin2	4	7.699999999999999	-23.400000000000006	0,11.09834,0	1.4	1	14
5	Images/121/sec2/sec2_03.jpg,Wooden_thin2	4	7.699999999999999	-7.800000000000004	0,11.09834,0	1.4	1	15
6	Images/121/sec2/sec2_04.jpg,Wooden_thin2	4	7.699999999999999	7.799999999999997	0,11.09834,0	1.4	1	16
7	Images/121/sec2/sec2_05.jpg,Wooden_thin2	4	7.699999999999999	23.39999999999999	0,11.09834,0	1.4	1	17
8	Images/121/sec2/sec2_06.jpg,Wooden_thin2	4	7.699999999999999	39.0	0,11.09834,0	1.4	1	18
9	Images/121/sec2/sec2_07.jpg,Wooden_thin2	4	7.699999999999999	54.599999999999994	0,11.09834,0	1.4	1	19
10	Images/121/sec2/sec2_08.jpg,Wooden_thin2	4	7.699999999999999	70.2	0,11.09834,0	1.4	1	20
11	Images/121/sec3/sec3_01.jpg,Wooden_thin2	4	7.699999999999999	-54.59999999999999	0,11.09834,0	1.4	2	21
12	Images/121/sec3/sec3_02.jpg,Wooden_thin2	4	7.699999999999999	-38.999999999999986	0,11.09834,0	1.4	2	22
13	Images/121/sec3/sec3_03.jpg,Wooden_thin2	4	7.699999999999999	-23.399999999999988	0,11.09834,0	1.4	2	23
14	Images/121/sec3/sec3_04.jpg,Wooden_thin2	4	7.699999999999999	-7.79999999999999	0,11.09834,0	1.4	2	24
15	Images/121/sec3/sec3_05.jpg,Wooden_thin2	4	7.699999999999999	7.800000000000011	0,11.09834,0	1.4	2	25
16	Images/121/sec3/sec3_06.jpg,Wooden_thin2	4	7.699999999999999	23.400000000000013	0,11.09834,0	1.4	2	26
17	Images/121/sec3/sec3_07.jpg,Wooden_thin2	4	7.699999999999999	39.00000000000001	0,11.09834,0	1.4	2	27
18	Images/121/sec4/sec4_01.jpg,Wooden_thin2	4	7.699999999999999	54.600000000000016	0,11.09834,0	1.4	2	28
19	Images/121/sec5/sec5_01.jpg,Wooden_thin2	4	7.699999999999999	-70.2	0,11.09834,0	1.4	3	29
20	Images/121/sec5/sec5_02.jpg,Wooden_thin2	4	7.699999999999999	-54.6	0,11.09834,0	1.4	3	30
21	Images/121/sec6/sec6_01.jpg,Wooden_thin2	4	7.699999999999999	-39.0	0,11.09834,0	1.4	3	31
22	Images/121/sec6/sec6_02.jpg,Wooden_thin2	4	7.699999999999999	-23.400000000000006	0,11.09834,0	1.4	3	32
23	Images/121/sec7/sec7_01.jpg,Wooden_thin2	4	7.699999999999999	-7.800000000000004	0,11.09834,0	1.4	3	33
24	Images/121/sec8/sec8_01.jpg,Wooden_thin2	4	7.699999999999999	7.799999999999997	0,11.09834,0	1.4	3	34
25	Images/121/sec9/sec9_01.jpg,Wooden_thin2	4	7.699999999999999	23.39999999999999	0,11.09834,0	1.4	3	35
26	Images/121/sec10/sec10_01.jpg,Wooden_thin2	4	7.699999999999999	39.0	0,11.09834,0	1.4	3	36
