id	type	x	y	z	theta	gyokaku	range	spotAngle	intensity	color
1	spot	30.0	103.5	36.5	0	0	200	15	2.0	0.8424379055858775,0.9902030920376437,0.8483911905197166,1
2	spot	47.65789473684208	103.5	78.4	0	0	200	60	2.0	0.8424379055858775,0.9902030920376437,0.8483911905197166,1
3	spot	30.0	103.5	120.3	0	0	200	15	2.0	0.8424379055858775,0.9902030920376437,0.8483911905197166,1
3	spot	-41.105263157894726	103.5	138.3315789473684	40	270	200	30	3.6	0.8424379055858775,0.9902030920376437,0.8483911905197166,1
4	spot	5.0	103.5	138.3315789473684	40	270	200	30	3.6	0.8424379055858775,0.9902030920376437,0.8483911905197166,1
5	spot	51.10526315789471	103.5	138.3315789473684	40	270	200	30	3.6	0.8424379055858775,0.9902030920376437,0.8483911905197166,1
6	spot	24.15789473684208	103.5	166.69894736842102	40	0	200	30	3.6	0.8424379055858775,0.9902030920376437,0.8483911905197166,1
7	spot	24.15789473684208	103.5	100.42105263157892	40	0	200	30	3.6	0.8424379055858775,0.9902030920376437,0.8483911905197166,1
8	spot	24.15789473684208	103.5	34.1431578947368	40	0	200	30	3.6	0.8424379055858775,0.9902030920376437,0.8483911905197166,1
9	spot	0	103.5	99.41684210526314	60	180	200	40	3.6	0.8424379055858775,0.9902030920376437,0.8483911905197166,1
