id	data	x	y	z	theta	size	parent	uniqueCode
1	Images/284902/sec0/sec0_01.jpg,Wooden_thin2	4	7.699999999999999	-54.59999999999999	0,11.09834,0	1.4	1	23
2	Images/284902/sec1/sec1_01.jpg,Wooden_thin2	4	7.699999999999999	-38.999999999999986	0,11.09834,0	1.4	1	24
3	Images/284902/sec2/sec2_01.jpg,Wooden_thin2	4	7.699999999999999	-23.399999999999988	0,11.09834,0	1.4	1	25
4	Images/284902/sec3/sec3_01.jpg,Wooden_thin2	4	7.699999999999999	-7.79999999999999	0,11.09834,0	1.4	1	26
5	Images/284902/sec3/sec3_02.jpg,Wooden_thin2	4	7.699999999999999	7.800000000000011	0,11.09834,0	1.4	1	27
6	Images/284902/sec3/sec3_03.jpg,Wooden_thin2	4	7.699999999999999	23.400000000000013	0,11.09834,0	1.4	1	28
7	Images/284902/sec3/sec3_04.jpg,Wooden_thin2	4	7.699999999999999	39.00000000000001	0,11.09834,0	1.4	1	29
8	Images/284902/sec3/sec3_05.jpg,Wooden_thin2	4	7.699999999999999	54.600000000000016	0,11.09834,0	1.4	1	30
9	Images/284902/sec4/sec4_01.jpg,Wooden_thin2	4	7.699999999999999	-23.4	0,11.09834,0	1.4	2	31
10	Images/284902/sec4/sec4_02.jpg,Wooden_thin2	4	7.699999999999999	-7.799999999999999	0,11.09834,0	1.4	2	32
11	Images/284902/sec4/sec4_03.jpg,Wooden_thin2	4	7.699999999999999	7.800000000000001	0,11.09834,0	1.4	2	33
12	Images/284902/sec5/sec5_01.jpg,Wooden_thin2	4	7.699999999999999	23.4	0,11.09834,0	1.4	2	34
13	Images/284902/sec5/sec5_02.jpg,Wooden_thin2	4	7.699999999999999	-54.59999999999999	0,11.09834,0	1.4	3	35
14	Images/284902/sec6/sec6_01.jpg,Wooden_thin2	4	7.699999999999999	-38.999999999999986	0,11.09834,0	1.4	3	36
15	Images/284902/sec7/sec7_01.jpg,Wooden_thin2	4	7.699999999999999	-23.399999999999988	0,11.09834,0	1.4	3	37
16	Images/284902/sec8/sec8_01.jpg,Wooden_thin2	4	7.699999999999999	-7.79999999999999	0,11.09834,0	1.4	3	38
