id	type	x	y	z	theta	gyokaku	range	spotAngle	intensity	color
1	spot	30.0	103.5	36.5	0	0	200	45	2.0	0.9598691129341835,0.83439661687676,0.9745631596752944,1
2	spot	63.66842105263157	103.5	78.4	0	0	200	60	2.0	0.9598691129341835,0.83439661687676,0.9745631596752944,1
3	spot	30.0	103.5	120.3	0	0	200	30	2.0	0.9598691129341835,0.83439661687676,0.9745631596752944,1
3	spot	-68.00150375939849	103.5	138.3315789473684	40	270	200	30	3.6	0.9598691129341835,0.83439661687676,0.9745631596752944,1
4	spot	-43.66766917293233	103.5	138.3315789473684	40	270	200	30	3.6	0.9598691129341835,0.83439661687676,0.9745631596752944,1
5	spot	-19.333834586466168	103.5	138.3315789473684	40	270	200	30	3.6	0.9598691129341835,0.83439661687676,0.9745631596752944,1
6	spot	5.0	103.5	138.3315789473684	40	270	200	30	3.6	0.9598691129341835,0.83439661687676,0.9745631596752944,1
7	spot	29.333834586466168	103.5	138.3315789473684	40	270	200	30	3.6	0.9598691129341835,0.83439661687676,0.9745631596752944,1
8	spot	53.667669172932335	103.5	138.3315789473684	40	270	200	30	3.6	0.9598691129341835,0.83439661687676,0.9745631596752944,1
9	spot	78.00150375939847	103.5	138.3315789473684	40	270	200	30	3.6	0.9598691129341835,0.83439661687676,0.9745631596752944,1
10	spot	40.16842105263157	103.5	150.1294736842105	40	0	200	30	3.6	0.9598691129341835,0.83439661687676,0.9745631596752944,1
11	spot	40.16842105263157	103.5	50.71263157894735	40	0	200	30	3.6	0.9598691129341835,0.83439661687676,0.9745631596752944,1
12	spot	0	103.5	99.41684210526314	60	180	200	40	3.6	0.9598691129341835,0.83439661687676,0.9745631596752944,1
