id	data	x	y	z	theta	size	parent	uniqueCode
1	Images/10603/sec0/sec0_01.jpg,Wooden_thin2	4	7.699999999999999	-70.2	0,11.09834,0	1.4	1	13
2	Images/10603/sec0/sec0_02.jpg,Wooden_thin2	4	7.699999999999999	-54.6	0,11.09834,0	1.4	1	14
3	Images/10603/sec1/sec1_01.jpg,Wooden_thin2	4	7.699999999999999	-39.0	0,11.09834,0	1.4	1	15
4	Images/10603/sec1/sec1_02.jpg,Wooden_thin2	4	7.699999999999999	-23.400000000000006	0,11.09834,0	1.4	1	16
5	Images/10603/sec2/sec2_01.jpg,Wooden_thin2	4	7.699999999999999	-7.800000000000004	0,11.09834,0	1.4	1	17
6	Images/10603/sec2/sec2_02.jpg,Wooden_thin2	4	7.699999999999999	7.799999999999997	0,11.09834,0	1.4	1	18
7	Images/10603/sec3/sec3_01.jpg,Wooden_thin2	4	7.699999999999999	23.39999999999999	0,11.09834,0	1.4	1	19
8	Images/10603/sec3/sec3_02.jpg,Wooden_thin2	4	7.699999999999999	39.0	0,11.09834,0	1.4	1	20
9	Images/10603/sec3/sec3_03.jpg,Wooden_thin2	4	7.699999999999999	54.599999999999994	0,11.09834,0	1.4	1	21
10	Images/10603/sec3/sec3_04.jpg,Wooden_thin2	4	7.699999999999999	70.2	0,11.09834,0	1.4	1	22
11	Images/10603/sec4/sec4_01.jpg,Wooden_thin2	4	7.699999999999999	-46.8	0,11.09834,0	1.4	2	23
12	Images/10603/sec4/sec4_02.jpg,Wooden_thin2	4	7.699999999999999	-31.199999999999996	0,11.09834,0	1.4	2	24
13	Images/10603/sec5/sec5_01.jpg,Wooden_thin2	4	7.699999999999999	-15.599999999999998	0,11.09834,0	1.4	2	25
14	Images/10603/sec5/sec5_02.jpg,Wooden_thin2	4	7.699999999999999	0.0	0,11.09834,0	1.4	2	26
15	Images/10603/sec6/sec6_01.jpg,Wooden_thin2	4	7.699999999999999	15.600000000000001	0,11.09834,0	1.4	2	27
16	Images/10603/sec7/sec7_01.jpg,Wooden_thin2	4	7.699999999999999	31.200000000000003	0,11.09834,0	1.4	2	28
17	Images/10603/sec7/sec7_02.jpg,Wooden_thin2	4	7.699999999999999	46.8	0,11.09834,0	1.4	2	29
18	Images/10603/sec7/sec7_03.jpg,Wooden_thin2	4	7.699999999999999	-70.2	0,11.09834,0	1.4	3	30
19	Images/10603/sec7/sec7_04.jpg,Wooden_thin2	4	7.699999999999999	-54.6	0,11.09834,0	1.4	3	31
20	Images/10603/sec8/sec8_01.jpg,Wooden_thin2	4	7.699999999999999	-39.0	0,11.09834,0	1.4	3	32
21	Images/10603/sec8/sec8_02.jpg,Wooden_thin2	4	7.699999999999999	-23.400000000000006	0,11.09834,0	1.4	3	33
22	Images/10603/sec9/sec9_01.jpg,Wooden_thin2	4	7.699999999999999	-7.800000000000004	0,11.09834,0	1.4	3	34
23	Images/10603/sec9/sec9_02.jpg,Wooden_thin2	4	7.699999999999999	7.799999999999997	0,11.09834,0	1.4	3	35
24	Images/10603/sec10/sec10_01.jpg,Wooden_thin2	4	7.699999999999999	23.39999999999999	0,11.09834,0	1.4	3	36
