id	type	x	y	z	theta	gyokaku	range	spotAngle	intensity	color
1	spot	0	103.5	32.0	18	180	200	0	2.0	0.868825604625751,0.741478458983719,0.722798637987598,1
2	spot	0	103.5	53.8	18	0	200	30	2.0	0.868825604625751,0.741478458983719,0.722798637987598,1
3	spot	0	103.5	75.6	18	180	200	15	2.0	0.868825604625751,0.741478458983719,0.722798637987598,1
3	spot	0	103.5	25.20394736842105	38	180	200	30	2	0.868825604625751,0.741478458983719,0.722798637987598,1
4	spot	0	103.5	35.61184210526316	38	180	200	30	2	0.868825604625751,0.741478458983719,0.722798637987598,1
5	spot	0	103.5	46.01973684210526	38	180	200	30	2	0.868825604625751,0.741478458983719,0.722798637987598,1
6	spot	0	103.5	56.42763157894737	38	180	200	30	2	0.868825604625751,0.741478458983719,0.722798637987598,1
7	spot	0	103.5	66.83552631578947	38	180	200	30	2	0.868825604625751,0.741478458983719,0.722798637987598,1
8	spot	0	103.5	77.24342105263158	38	180	200	30	2	0.868825604625751,0.741478458983719,0.722798637987598,1
9	spot	0	103.5	87.65131578947367	38	180	200	30	2	0.868825604625751,0.741478458983719,0.722798637987598,1
10	spot	0	103.5	98.05921052631578	38	180	200	30	2	0.868825604625751,0.741478458983719,0.722798637987598,1
11	spot	0	103.5	84.94736842105263	38	0	200	30	2	0.868825604625751,0.741478458983719,0.722798637987598,1
12	spot	0	103.5	28.315789473684205	38	0	200	30	2	0.868825604625751,0.741478458983719,0.722798637987598,1
