ID	data	wallCenter	wallRight	wallUp	wallFront	x	y	z	size	frameTitle	parent	uniqueCode
1	./Images/2972525/title_panel.png	-25.0,28.656,12	0,0,1	0,1,0	-1,0,0	0	-2.600999	0.2	1.4	none(caption)	4:3	22
1	./Images/2972525/title_panel.png	-25.0,28.656,12	0,0,1	0,1,0	-1,0,0	0	-2.600999	0.2	1.4	none(caption)	4:3	22
1	./Images/2972525/word_cloud.png	0,38,240.9477631578947	1,0,0	0,1,0	0,0,1	0	5	0.2	4	Wooden_thin2	-1:-1	23
2	./Images/2972525/Macau Mosque.JPG	-48.75,38,122.3157894736842	0,0,1	0,1,0	-1,0,0	-48.6578947368421	0	0.2	3	Wooden_thin	-1:-1	3
3	./Images/2972525/caption/caption0.png	-48.75,38,122.3157894736842	0,0,1	0,1,0	-1,0,0	-28.657894736842103	-10	0.2	0.7	none(caption)	-1:-1	4
4	./Images/2972525/Macau Muslim Cemetery.JPG	-48.75,38,122.3157894736842	0,0,1	0,1,0	-1,0,0	58.657894736842096	0	0.2	3	Wooden_thin	-1:-1	5
5	./Images/2972525/caption/caption1.png	-48.75,38,122.3157894736842	0,0,1	0,1,0	-1,0,0	78.6578947368421	-10	0.2	0.7	none(caption)	-1:-1	6
6	./Images/2972525/Macau Halal Restaurant.JPG	48.75,38,122.3157894736842	0,0,-1	0,1,0	1,0,0	61.1578947368421	0	0.2	3	Wooden_thin	-1:-1	7
7	./Images/2972525/caption/caption2.png	48.75,38,122.3157894736842	0,0,-1	0,1,0	1,0,0	81.15789473684211	-10	0.2	0.7	none(caption)	-1:-1	8
8	./Images/2972525/Islamic Association of Macau.JPG	48.75,38,122.3157894736842	0,0,-1	0,1,0	1,0,0	-61.157894736842096	0	0.2	3	Wooden_thin	-1:-1	9
9	./Images/2972525/caption/caption3.png	48.75,38,122.3157894736842	0,0,-1	0,1,0	1,0,0	-41.157894736842096	-10	0.2	0.7	none(caption)	-1:-1	10
