id	type	x	y	z	theta	gyokaku	range	spotAngle	intensity	color
1	spot	0	103.5	32.0	18	180	200	0	2.0	0.974999340534966,0.8201149508693549,0.8212940701276291,1
2	spot	0	103.5	53.8	18	0	200	30	2.0	0.974999340534966,0.8201149508693549,0.8212940701276291,1
3	spot	0	103.5	75.6	18	180	200	15	2.0	0.974999340534966,0.8201149508693549,0.8212940701276291,1
3	spot	0	103.5	30.407894736842103	38	180	200	30	2	0.974999340534966,0.8201149508693549,0.8212940701276291,1
4	spot	0	103.5	51.223684210526315	38	180	200	30	2	0.974999340534966,0.8201149508693549,0.8212940701276291,1
5	spot	0	103.5	72.03947368421052	38	180	200	30	2	0.974999340534966,0.8201149508693549,0.8212940701276291,1
6	spot	0	103.5	92.85526315789474	38	180	200	30	2	0.974999340534966,0.8201149508693549,0.8212940701276291,1
7	spot	0	103.5	94.38596491228068	38	0	200	30	2	0.974999340534966,0.8201149508693549,0.8212940701276291,1
8	spot	0	103.5	56.63157894736841	38	0	200	30	2	0.974999340534966,0.8201149508693549,0.8212940701276291,1
9	spot	0	103.5	18.877192982456123	38	0	200	30	2	0.974999340534966,0.8201149508693549,0.8212940701276291,1
