id	type	x	y	z	theta	gyokaku	range	spotAngle	intensity	color
1	spot	-205.8157894736842	103.5	200.2	0	0	200	90	1.7	0.8309262833234026,0.8470467893524372,0.9526615418032283,1
2	spot	0	103.5	385.5	0	0	200	90	1.7	0.8309262833234026,0.8470467893524372,0.9526615418032283,1
3	spot	169.75789473684208	103.5	211.0	0	0	200	90	1.7	0.8309262833234026,0.8470467893524372,0.9526615418032283,1
3	spot	-160.94342105263155	103.5	414.0	40	270	200	25	2.0	0.8309262833234026,0.8470467893524372,0.9526615418032283,1
4	spot	-50.314473684210526	103.5	414.0	40	270	200	25	2.0	0.8309262833234026,0.8470467893524372,0.9526615418032283,1
5	spot	60.314473684210526	103.5	414.0	40	270	200	25	2.0	0.8309262833234026,0.8470467893524372,0.9526615418032283,1
6	spot	176.25789473684208	103.5	434.0598	40	0	200	25	2.0	0.8309262833234026,0.8470467893524372,0.9526615418032283,1
7	spot	176.25789473684208	103.5	304.6866	40	0	200	25	2.0	0.8309262833234026,0.8470467893524372,0.9526615418032283,1
8	spot	176.25789473684208	103.5	175.3134	40	0	200	25	2.0	0.8309262833234026,0.8470467893524372,0.9526615418032283,1
9	spot	176.25789473684208	103.5	45.940200000000004	40	0	200	25	2.0	0.8309262833234026,0.8470467893524372,0.9526615418032283,1
10	spot	-88.12894736842104	103.5	235.224	60	180	200	40	3.6	0.8309262833234026,0.8470467893524372,0.9526615418032283,1
