id	type	x	y	z	theta	gyokaku	range	spotAngle	intensity	color
1	spot	-140.1315789473684	103.5	137.8	0	0	200	90	1.7	0.7407926702872691,0.932222329003993,0.7026557375633418,1
2	spot	0	103.5	291.9	0	0	200	90	1.7	0.7407926702872691,0.932222329003993,0.7026557375633418,1
3	spot	105.7157894736842	103.5	164.2	0	0	200	90	1.7	0.7407926702872691,0.932222329003993,0.7026557375633418,1
3	spot	-120.77263157894735	103.5	316.70526315789476	40	270	200	25	2.0	0.7407926702872691,0.932222329003993,0.7026557375633418,1
4	spot	-57.886315789473684	103.5	316.70526315789476	40	270	200	25	2.0	0.7407926702872691,0.932222329003993,0.7026557375633418,1
5	spot	5.0	103.5	316.70526315789476	40	270	200	25	2.0	0.7407926702872691,0.932222329003993,0.7026557375633418,1
6	spot	67.88631578947366	103.5	316.70526315789476	40	270	200	25	2.0	0.7407926702872691,0.932222329003993,0.7026557375633418,1
7	spot	112.2157894736842	103.5	355.2450795789474	40	0	200	25	2.0	0.7407926702872691,0.932222329003993,0.7026557375633418,1
8	spot	112.2157894736842	103.5	272.99096084210527	40	0	200	25	2.0	0.7407926702872691,0.932222329003993,0.7026557375633418,1
9	spot	112.2157894736842	103.5	190.73684210526318	40	0	200	25	2.0	0.7407926702872691,0.932222329003993,0.7026557375633418,1
10	spot	112.2157894736842	103.5	108.48272336842103	40	0	200	25	2.0	0.7407926702872691,0.932222329003993,0.7026557375633418,1
11	spot	112.2157894736842	103.5	26.228604631578946	40	0	200	25	2.0	0.7407926702872691,0.932222329003993,0.7026557375633418,1
12	spot	-56.1078947368421	103.5	186.94117894736843	60	180	200	40	3.6	0.7407926702872691,0.932222329003993,0.7026557375633418,1
