id	type	x	y	z	theta	gyokaku	range	spotAngle	intensity	color
1	spot	0	103.5	32.0	18	180	200	0	2.0	0.8435451187350176,0.7230598062344359,0.9286440032118197,1
2	spot	0	103.5	46.0	18	0	200	15	2.0	0.8435451187350176,0.7230598062344359,0.9286440032118197,1
3	spot	0	103.5	60.0	18	180	200	15	2.0	0.8435451187350176,0.7230598062344359,0.9286440032118197,1
3	spot	0	103.5	24.17763157894737	38	180	200	30	2	0.8435451187350176,0.7230598062344359,0.9286440032118197,1
4	spot	0	103.5	32.5328947368421	38	180	200	30	2	0.8435451187350176,0.7230598062344359,0.9286440032118197,1
5	spot	0	103.5	40.88815789473684	38	180	200	30	2	0.8435451187350176,0.7230598062344359,0.9286440032118197,1
6	spot	0	103.5	49.243421052631575	38	180	200	30	2	0.8435451187350176,0.7230598062344359,0.9286440032118197,1
7	spot	0	103.5	57.598684210526315	38	180	200	30	2	0.8435451187350176,0.7230598062344359,0.9286440032118197,1
8	spot	0	103.5	65.95394736842105	38	180	200	30	2	0.8435451187350176,0.7230598062344359,0.9286440032118197,1
9	spot	0	103.5	74.30921052631578	38	180	200	30	2	0.8435451187350176,0.7230598062344359,0.9286440032118197,1
10	spot	0	103.5	82.66447368421052	38	180	200	30	2	0.8435451187350176,0.7230598062344359,0.9286440032118197,1
11	spot	0	103.5	48.421052631578945	38	0	200	30	2	0.8435451187350176,0.7230598062344359,0.9286440032118197,1
