id	data	x	y	z	theta	size	parent	uniqueCode
1	Images/300896/sec0/sec0_01.jpg,Wooden_thin2	4	7.699999999999999	-46.8	0,11.09834,0	1.4	1	3
2	Images/300896/sec1/sec1_01.jpg,Wooden_thin2	4	7.699999999999999	-31.199999999999996	0,11.09834,0	1.4	1	4
3	Images/300896/sec2/sec2_01.jpg,Wooden_thin2	4	7.699999999999999	-15.599999999999998	0,11.09834,0	1.4	1	5
4	Images/300896/sec2/sec2_02.jpg,Wooden_thin2	4	7.699999999999999	0.0	0,11.09834,0	1.4	1	6
5	Images/300896/sec2/sec2_03.jpg,Wooden_thin2	4	7.699999999999999	15.600000000000001	0,11.09834,0	1.4	1	7
6	Images/300896/sec2/sec2_04.jpg,Wooden_thin2	4	7.699999999999999	31.200000000000003	0,11.09834,0	1.4	1	8
7	Images/300896/sec2/sec2_05.jpg,Wooden_thin2	4	7.699999999999999	46.8	0,11.09834,0	1.4	1	9
8	Images/300896/sec2/sec2_06.jpg,Wooden_thin2	4	7.699999999999999	-54.59999999999999	0,11.09834,0	1.4	2	10
9	Images/300896/sec2/sec2_07.jpg,Wooden_thin2	4	7.699999999999999	-38.999999999999986	0,11.09834,0	1.4	2	11
10	Images/300896/sec2/sec2_08.jpg,Wooden_thin2	4	7.699999999999999	-23.399999999999988	0,11.09834,0	1.4	2	12
11	Images/300896/sec2/sec2_09.jpg,Wooden_thin2	4	7.699999999999999	-7.79999999999999	0,11.09834,0	1.4	2	13
12	Images/300896/sec2/sec2_10.jpg,Wooden_thin2	4	7.699999999999999	7.800000000000011	0,11.09834,0	1.4	2	14
13	Images/300896/sec3/sec3_01.jpg,Wooden_thin2	4	7.699999999999999	23.400000000000013	0,11.09834,0	1.4	2	15
14	Images/300896/sec4/sec4_01.jpg,Wooden_thin2	4	7.699999999999999	39.00000000000001	0,11.09834,0	1.4	2	16
15	Images/300896/sec4/sec4_02.jpg,Wooden_thin2	4	7.699999999999999	54.600000000000016	0,11.09834,0	1.4	2	17
16	Images/300896/sec4/sec4_03.jpg,Wooden_thin2	4	7.699999999999999	-46.8	0,11.09834,0	1.4	3	18
17	Images/300896/sec5/sec5_01.jpg,Wooden_thin2	4	7.699999999999999	-31.199999999999996	0,11.09834,0	1.4	3	19
18	Images/300896/sec5/sec5_02.jpg,Wooden_thin2	4	7.699999999999999	-15.599999999999998	0,11.09834,0	1.4	3	20
19	Images/300896/sec6/sec6_01.jpg,Wooden_thin2	4	7.699999999999999	0.0	0,11.09834,0	1.4	3	21
20	Images/300896/sec7/sec7_01.jpg,Wooden_thin2	4	7.699999999999999	15.600000000000001	0,11.09834,0	1.4	3	22
21	Images/300896/sec8/sec8_01.jpg,Wooden_thin2	4	7.699999999999999	31.200000000000003	0,11.09834,0	1.4	3	23
