id	type	x	y	z	theta	gyokaku	range	spotAngle	intensity	color
1	spot	-172.9736842105263	103.5	169.0	0	0	200	90	1.7	0.7555184079486071,0.9030175935692525,0.781354039735581,1
2	spot	0	103.5	338.7	0	0	200	90	1.7	0.7555184079486071,0.9030175935692525,0.781354039735581,1
3	spot	137.73684210526315	103.5	187.6	0	0	200	90	1.7	0.7555184079486071,0.9030175935692525,0.781354039735581,1
3	spot	-152.69736842105263	103.5	365.3526315789474	40	270	200	25	2.0	0.7555184079486071,0.9030175935692525,0.781354039735581,1
4	spot	-89.61842105263158	103.5	365.3526315789474	40	270	200	25	2.0	0.7555184079486071,0.9030175935692525,0.781354039735581,1
5	spot	-26.53947368421052	103.5	365.3526315789474	40	270	200	25	2.0	0.7555184079486071,0.9030175935692525,0.781354039735581,1
6	spot	36.53947368421052	103.5	365.3526315789474	40	270	200	25	2.0	0.7555184079486071,0.9030175935692525,0.781354039735581,1
7	spot	99.61842105263159	103.5	365.3526315789474	40	270	200	25	2.0	0.7555184079486071,0.9030175935692525,0.781354039735581,1
8	spot	144.23684210526315	103.5	401.12109978947376	40	0	200	25	2.0	0.7555184079486071,0.9030175935692525,0.781354039735581,1
9	spot	144.23684210526315	103.5	308.24476042105266	40	0	200	25	2.0	0.7555184079486071,0.9030175935692525,0.781354039735581,1
10	spot	144.23684210526315	103.5	215.36842105263162	40	0	200	25	2.0	0.7555184079486071,0.9030175935692525,0.781354039735581,1
11	spot	144.23684210526315	103.5	122.49208168421055	40	0	200	25	2.0	0.7555184079486071,0.9030175935692525,0.781354039735581,1
12	spot	144.23684210526315	103.5	29.615742315789447	40	0	200	25	2.0	0.7555184079486071,0.9030175935692525,0.781354039735581,1
13	spot	-72.11842105263158	103.5	211.08258947368424	60	180	200	40	3.6	0.7555184079486071,0.9030175935692525,0.781354039735581,1
