id	type	x	y	z	theta	gyokaku	range	spotAngle	intensity	color
1	spot	-189.39473684210526	103.5	184.6	0	0	200	90	1.7	0.734787701022892,0.8094037585997312,0.7451105554638614,1
2	spot	0	103.5	245.1	0	0	200	90	1.7	0.734787701022892,0.8094037585997312,0.7451105554638614,1
3	spot	153.74736842105264	103.5	140.8	0	0	200	90	1.7	0.734787701022892,0.8094037585997312,0.7451105554638614,1
3	spot	-159.1978947368421	103.5	268.05789473684206	40	270	200	25	2.0	0.734787701022892,0.8094037585997312,0.7451105554638614,1
4	spot	-77.09894736842107	103.5	268.05789473684206	40	270	200	25	2.0	0.734787701022892,0.8094037585997312,0.7451105554638614,1
5	spot	4.999999999999972	103.5	268.05789473684206	40	270	200	25	2.0	0.734787701022892,0.8094037585997312,0.7451105554638614,1
6	spot	87.09894736842105	103.5	268.05789473684206	40	270	200	25	2.0	0.734787701022892,0.8094037585997312,0.7451105554638614,1
7	spot	160.24736842105264	103.5	255.64513578947367	40	0	200	25	2.0	0.734787701022892,0.8094037585997312,0.7451105554638614,1
8	spot	160.24736842105264	103.5	76.56539052631575	40	0	200	25	2.0	0.734787701022892,0.8094037585997312,0.7451105554638614,1
9	spot	-80.12368421052632	103.5	162.79976842105262	60	180	200	40	3.6	0.734787701022892,0.8094037585997312,0.7451105554638614,1
