id	type	x	y	z	theta	gyokaku	range	spotAngle	intensity	color
1	spot	30.0	103.5	36.5	0	0	200	75	2.0	0.8368849599717456,0.9053973982201555,0.9234925543283564,1
2	spot	79.67894736842106	103.5	94.0	0	0	200	90	2.0	0.8368849599717456,0.9053973982201555,0.9234925543283564,1
3	spot	30.0	103.5	151.5	0	0	200	60	2.0	0.8368849599717456,0.9053973982201555,0.9234925543283564,1
3	spot	-79.31578947368422	103.5	170.7631578947368	40	270	200	30	3.6	0.8368849599717456,0.9053973982201555,0.9234925543283564,1
4	spot	-45.58947368421053	103.5	170.7631578947368	40	270	200	30	3.6	0.8368849599717456,0.9053973982201555,0.9234925543283564,1
5	spot	-11.863157894736844	103.5	170.7631578947368	40	270	200	30	3.6	0.8368849599717456,0.9053973982201555,0.9234925543283564,1
6	spot	21.863157894736844	103.5	170.7631578947368	40	270	200	30	3.6	0.8368849599717456,0.9053973982201555,0.9234925543283564,1
7	spot	55.58947368421053	103.5	170.7631578947368	40	270	200	30	3.6	0.8368849599717456,0.9053973982201555,0.9234925543283564,1
8	spot	89.31578947368422	103.5	170.7631578947368	40	270	200	30	3.6	0.8368849599717456,0.9053973982201555,0.9234925543283564,1
9	spot	56.17894736842106	103.5	116.84210526315788	40	0	200	30	3.6	0.8368849599717456,0.9053973982201555,0.9234925543283564,1
10	spot	0	103.5	115.67368421052629	60	180	200	40	3.6	0.8368849599717456,0.9053973982201555,0.9234925543283564,1
