id	data	x	y	z	theta	size	parent	uniqueCode
1	Images/10589/sec0/sec0_01.jpg,Wooden_thin2	4	7.699999999999999	-202.8	0,11.09834,0	1.4	1	14
2	Images/10589/sec0/sec0_02.jpg,Wooden_thin2	4	7.699999999999999	-187.20000000000002	0,11.09834,0	1.4	1	15
3	Images/10589/sec1/sec1_01.jpg,Wooden_thin2	4	7.699999999999999	-171.60000000000002	0,11.09834,0	1.4	1	16
4	Images/10589/sec1/sec1_02.jpg,Wooden_thin2	4	7.699999999999999	-156.0	0,11.09834,0	1.4	1	17
5	Images/10589/sec1/sec1_03.jpg,Wooden_thin2	4	7.699999999999999	-140.4	0,11.09834,0	1.4	1	18
6	Images/10589/sec1/sec1_04.jpg,Wooden_thin2	4	7.699999999999999	-124.80000000000001	0,11.09834,0	1.4	1	19
7	Images/10589/sec1/sec1_05.jpg,Wooden_thin2	4	7.699999999999999	-109.20000000000002	0,11.09834,0	1.4	1	20
8	Images/10589/sec1/sec1_06.jpg,Wooden_thin2	4	7.699999999999999	-93.60000000000001	0,11.09834,0	1.4	1	21
9	Images/10589/sec1/sec1_07.jpg,Wooden_thin2	4	7.699999999999999	-78.00000000000001	0,11.09834,0	1.4	1	22
10	Images/10589/sec2/sec2_01.jpg,Wooden_thin2	4	7.699999999999999	-62.400000000000006	0,11.09834,0	1.4	1	23
11	Images/10589/sec3/sec3_01.jpg,Wooden_thin2	4	7.699999999999999	-46.80000000000001	0,11.09834,0	1.4	1	24
12	Images/10589/sec3/sec3_02.jpg,Wooden_thin2	4	7.699999999999999	-31.200000000000017	0,11.09834,0	1.4	1	25
13	Images/10589/sec3/sec3_03.jpg,Wooden_thin2	4	7.699999999999999	-15.600000000000023	0,11.09834,0	1.4	1	26
14	Images/10589/sec3/sec3_04.jpg,Wooden_thin2	4	7.699999999999999	-2.842170943040401e-14	0,11.09834,0	1.4	1	27
15	Images/10589/sec4/sec4_01.jpg,Wooden_thin2	4	7.699999999999999	15.599999999999994	0,11.09834,0	1.4	1	28
16	Images/10589/sec4/sec4_02.jpg,Wooden_thin2	4	7.699999999999999	31.19999999999999	0,11.09834,0	1.4	1	29
17	Images/10589/sec4/sec4_03.jpg,Wooden_thin2	4	7.699999999999999	46.79999999999998	0,11.09834,0	1.4	1	30
18	Images/10589/sec4/sec4_04.jpg,Wooden_thin2	4	7.699999999999999	62.39999999999998	0,11.09834,0	1.4	1	31
19	Images/10589/sec4/sec4_05.jpg,Wooden_thin2	4	7.699999999999999	78.0	0,11.09834,0	1.4	1	32
20	Images/10589/sec4/sec4_06.jpg,Wooden_thin2	4	7.699999999999999	93.59999999999997	0,11.09834,0	1.4	1	33
21	Images/10589/sec4/sec4_07.jpg,Wooden_thin2	4	7.699999999999999	109.19999999999999	0,11.09834,0	1.4	1	34
22	Images/10589/sec4/sec4_08.jpg,Wooden_thin2	4	7.699999999999999	124.79999999999995	0,11.09834,0	1.4	1	35
23	Images/10589/sec4/sec4_09.jpg,Wooden_thin2	4	7.699999999999999	140.39999999999998	0,11.09834,0	1.4	1	36
24	Images/10589/sec4/sec4_10.jpg,Wooden_thin2	4	7.699999999999999	156.0	0,11.09834,0	1.4	1	37
25	Images/10589/sec5/sec5_01.jpg,Wooden_thin2	4	7.699999999999999	171.59999999999997	0,11.09834,0	1.4	1	38
26	Images/10589/sec6/sec6_01.jpg,Wooden_thin2	4	7.699999999999999	187.2	0,11.09834,0	1.4	1	39
