id	type	x	y	z	theta	gyokaku	range	spotAngle	intensity	color
1	spot	-66.23684210526315	103.5	67.6	0	0	200	45	1.7	0.8420107516451895,0.9723087748536455,0.7122346049945625,1
2	spot	0	103.5	104.7	0	0	200	45	1.7	0.8420107516451895,0.9723087748536455,0.7122346049945625,1
3	spot	33.66842105263157	103.5	70.6	0	0	200	30	1.7	0.8420107516451895,0.9723087748536455,0.7122346049945625,1
3	spot	-63.134736842105255	103.5	118.49168526315785	40	270	200	25	2.0	0.8420107516451895,0.9723087748536455,0.7122346049945625,1
4	spot	-29.067368421052635	103.5	118.49168526315785	40	270	200	25	2.0	0.8420107516451895,0.9723087748536455,0.7122346049945625,1
5	spot	5.0	103.5	118.49168526315785	40	270	200	25	2.0	0.8420107516451895,0.9723087748536455,0.7122346049945625,1
6	spot	39.06736842105262	103.5	118.49168526315785	40	270	200	25	2.0	0.8420107516451895,0.9723087748536455,0.7122346049945625,1
7	spot	40.16842105263157	103.5	161.20525211680308	40	0	200	25	2.0	0.8420107516451895,0.9723087748536455,0.7122346049945625,1
8	spot	40.16842105263157	103.5	126.70788921629625	40	0	200	25	2.0	0.8420107516451895,0.9723087748536455,0.7122346049945625,1
9	spot	40.16842105263157	103.5	92.21052631578945	40	0	200	25	2.0	0.8420107516451895,0.9723087748536455,0.7122346049945625,1
10	spot	40.16842105263157	103.5	57.71316341528262	40	0	200	25	2.0	0.8420107516451895,0.9723087748536455,0.7122346049945625,1
11	spot	40.16842105263157	103.5	23.21580051477582	40	0	200	25	2.0	0.8420107516451895,0.9723087748536455,0.7122346049945625,1
12	spot	0	103.5	57.49560483417802	60	180	200	40	3.6	0.8420107516451895,0.9723087748536455,0.7122346049945625,1
