id	type	x	y	z	theta	gyokaku	range	spotAngle	intensity	color
1	spot	-189.39473684210526	103.5	184.6	0	0	200	90	1.7	0.7632000834208759,0.8434224319965206,0.7319910446249744,1
2	spot	0	103.5	338.7	0	0	200	90	1.7	0.7632000834208759,0.8434224319965206,0.7319910446249744,1
3	spot	153.74736842105264	103.5	187.6	0	0	200	90	1.7	0.7632000834208759,0.8434224319965206,0.7319910446249744,1
3	spot	-166.03947368421052	103.5	365.3526315789474	40	270	200	25	2.0	0.7632000834208759,0.8434224319965206,0.7319910446249744,1
4	spot	-97.62368421052632	103.5	365.3526315789474	40	270	200	25	2.0	0.7632000834208759,0.8434224319965206,0.7319910446249744,1
5	spot	-29.20789473684212	103.5	365.3526315789474	40	270	200	25	2.0	0.7632000834208759,0.8434224319965206,0.7319910446249744,1
6	spot	39.20789473684212	103.5	365.3526315789474	40	270	200	25	2.0	0.7632000834208759,0.8434224319965206,0.7319910446249744,1
7	spot	107.6236842105263	103.5	365.3526315789474	40	270	200	25	2.0	0.7632000834208759,0.8434224319965206,0.7319910446249744,1
8	spot	160.24736842105264	103.5	331.46384526315796	40	0	200	25	2.0	0.7632000834208759,0.8434224319965206,0.7319910446249744,1
9	spot	160.24736842105264	103.5	99.27299684210524	40	0	200	25	2.0	0.7632000834208759,0.8434224319965206,0.7319910446249744,1
10	spot	-80.12368421052632	103.5	211.08258947368424	60	180	200	40	3.6	0.7632000834208759,0.8434224319965206,0.7319910446249744,1
