id	type	x	y	z	theta	gyokaku	range	spotAngle	intensity	color
1	spot	30.0	103.5	36.5	0	0	200	15	2.0	0.8960228568259964,0.9119394341253761,0.9511777016731149,1
2	spot	47.65789473684208	103.5	78.4	0	0	200	60	2.0	0.8960228568259964,0.9119394341253761,0.9511777016731149,1
3	spot	30.0	103.5	120.3	0	0	200	15	2.0	0.8960228568259964,0.9119394341253761,0.9511777016731149,1
3	spot	-41.105263157894726	103.5	138.3315789473684	40	270	200	30	3.6	0.8960228568259964,0.9119394341253761,0.9511777016731149,1
4	spot	5.0	103.5	138.3315789473684	40	270	200	30	3.6	0.8960228568259964,0.9119394341253761,0.9511777016731149,1
5	spot	51.10526315789471	103.5	138.3315789473684	40	270	200	30	3.6	0.8960228568259964,0.9119394341253761,0.9511777016731149,1
6	spot	24.15789473684208	103.5	183.26842105263154	40	0	200	30	3.6	0.8960228568259964,0.9119394341253761,0.9511777016731149,1
7	spot	24.15789473684208	103.5	150.1294736842105	40	0	200	30	3.6	0.8960228568259964,0.9119394341253761,0.9511777016731149,1
8	spot	24.15789473684208	103.5	116.99052631578944	40	0	200	30	3.6	0.8960228568259964,0.9119394341253761,0.9511777016731149,1
9	spot	24.15789473684208	103.5	83.8515789473684	40	0	200	30	3.6	0.8960228568259964,0.9119394341253761,0.9511777016731149,1
10	spot	24.15789473684208	103.5	50.71263157894735	40	0	200	30	3.6	0.8960228568259964,0.9119394341253761,0.9511777016731149,1
11	spot	24.15789473684208	103.5	17.57368421052631	40	0	200	30	3.6	0.8960228568259964,0.9119394341253761,0.9511777016731149,1
12	spot	0	103.5	99.41684210526314	60	180	200	40	3.6	0.8960228568259964,0.9119394341253761,0.9511777016731149,1
