ID	data	wallCenter	wallRight	wallUp	wallFront	x	y	z	size	frameTitle	parent	uniqueCode
1	./Images/135955/title_panel.png	-25.0,28.656,12	0,0,1	0,1,0	-1,0,0	0	-2.600999	0.2	1.4	none(caption)	4:3	22
1	./Images/135955/title_panel.png	-25.0,28.656,12	0,0,1	0,1,0	-1,0,0	0	-2.600999	0.2	1.4	none(caption)	4:3	22
1	./Images/135955/word_cloud.png	0,38,273.46144736842103	1,0,0	0,1,0	0,0,1	0	5	0.2	4	Wooden_thin2	-1:-1	23
2	./Images/135955/Razan Hayashi.jpg	-48.75,38,138.73684210526315	0,0,1	0,1,0	-1,0,0	-56.868421052631575	0	0.2	3	Wooden_thin	-1:-1	3
3	./Images/135955/caption/caption0.png	-48.75,38,138.73684210526315	0,0,1	0,1,0	-1,0,0	-34.868421052631575	-10	0.3	0.7	none(caption)	-1:-1	4
4	./Images/135955/Hokoji-BellDetail-M1767.jpg	-48.75,38,138.73684210526315	0,0,1	0,1,0	-1,0,0	66.86842105263159	0	0.2	3	Wooden_thin	-1:-1	5
5	./Images/135955/caption/caption1.png	-48.75,38,138.73684210526315	0,0,1	0,1,0	-1,0,0	88.86842105263159	-10	0.3	0.7	none(caption)	-1:-1	6
6	./Images/135955/Grave of hayashi family ichigayayamabushicho shinjuku tokyo 2009.JPG	48.75,38,138.73684210526315	0,0,-1	0,1,0	1,0,0	69.36842105263158	0	0.2	3	Wooden_thin	-1:-1	7
7	./Images/135955/caption/caption2.png	48.75,38,138.73684210526315	0,0,-1	0,1,0	1,0,0	91.36842105263158	-10	0.3	0.7	none(caption)	-1:-1	8
8	./Images/135955/YushimaSeidoL8644.jpg	48.75,38,138.73684210526315	0,0,-1	0,1,0	1,0,0	-69.36842105263159	0	0.2	3	Wooden_thin	-1:-1	9
9	./Images/135955/caption/caption3.png	48.75,38,138.73684210526315	0,0,-1	0,1,0	1,0,0	-47.36842105263159	-10	0.3	0.7	none(caption)	-1:-1	10
