id	data	x	y	z	theta	size	parent	uniqueCode
1	Images/125784/sec0/sec0_01.jpg,Wooden_thin2	4	7.7	-31.2	0,11.09834,0	1.4	1	9
2	Images/125784/sec1/sec1_01.jpg,Wooden_thin2	4	7.7	-15.6	0,11.09834,0	1.4	1	10
3	Images/125784/sec2/sec2_01.jpg,Wooden_thin2	4	7.7	0	0,11.09834,0	1.4	1	11
4	Images/125784/sec3/sec3_01.jpg,Wooden_thin2	4	7.7	15.6	0,11.09834,0	1.4	1	12
5	Images/125784/sec3/sec3_02.jpg,Wooden_thin2	4	7.7	31.2	0,11.09834,0	1.4	1	13
6	Images/125784/sec4/sec4_01.jpg,Wooden_thin2	4	7.7	-23.4	0,11.09834,0	1.4	2	14
7	Images/125784/sec4/sec4_02.jpg,Wooden_thin2	4	7.7	-7.8	0,11.09834,0	1.4	2	15
8	Images/125784/sec4/sec4_03.jpg,Wooden_thin2	4	7.7	7.8	0,11.09834,0	1.4	2	16
9	Images/125784/sec4/sec4_04.jpg,Wooden_thin2	4	7.7	23.4	0,11.09834,0	1.4	2	17
10	Images/125784/sec4/sec4_05.jpg,Wooden_thin2	4	7.7	-31.2	0,11.09834,0	1.4	3	18
11	Images/125784/sec5/sec5_01.jpg,Wooden_thin2	4	7.7	-15.6	0,11.09834,0	1.4	3	19
12	Images/125784/sec6/sec6_01.jpg,Wooden_thin2	4	7.7	0	0,11.09834,0	1.4	3	20
