ID	data	wallCenter	wallRight	wallUp	wallFront	x	y	z	size	frameTitle	parent	uniqueCode
1	./Images/3998588/title_panel.png	-77.73684210526315,28.656,30	0,0,1	0,1,0	-1,0,0	0	-2.443498	0.2	1.4	none(caption)	4:3	22
1	./Images/3998588/word_cloud.png	-100.16842105263157,38,115.67368421052629	0,0,1	0,1,0	-1,0,0	80.9715789473684	5	0.2	2.5	Wooden_thin2	-1:-1	23
1	./Images/3998588/Anthoine Hubert 2013 (cropped).JPG	-100.16842105263157,38,114.51694736842103	0,0,1	0,1,0	-1,0,0	0	5	0.2	5.6	Wooden_thin2	-1:-1	23
3	./Images/3998588/FIA GP3 Austria 2018 Nr. 02 Hubert (4).jpg	0,38,230.7631578947368	1,0,0	0,1,0	0,0,1	-58.87631578947368	-10	0.2	3.3704453441295543	Wooden_thin	-1:-1	3
4	./Images/3998588/caption/caption1.png	0,38,230.7631578947368	1,0,0	0,1,0	0,0,1	-40.641497975708496	-20	1.5	0.7	none(caption)	-1:-1	4
5	./Images/3998588/FIA F2 Austria 2019 Nr. 19 Hubert 2.jpg	0,38,230.7631578947368	1,0,0	0,1,0	0,0,1	-16.292105263157893	-10	0.2	3.3704453441295543	Wooden_thin	-1:-1	5
6	./Images/3998588/caption/caption2.png	0,38,230.7631578947368	1,0,0	0,1,0	0,0,1	1.942712550607288	-20	1.5	0.7	none(caption)	-1:-1	6
7	./Images/3998588/Circuit de Spa-Francorchamps (2).jpg	0,38,230.7631578947368	1,0,0	0,1,0	0,0,1	26.292105263157893	-10	0.2	3.3704453441295543	Wooden_thin	-1:-1	7
8	./Images/3998588/caption/caption3.png	0,38,230.7631578947368	1,0,0	0,1,0	0,0,1	44.526923076923076	-20	1.5	0.7	none(caption)	-1:-1	8
9	Images/3998588/table/fixed_FIA フォーミュラ2選手権.png	100.16842105263157,38,116.84210526315788	0,0,-1	0,1,0	1,0,0	94.47648157894736	-10	0.2	3.1500000000000004	Wooden_thin	-1:-1	9
10	Images/3998588/table/fixed_FIA フォーミュラ3・ヨーロピアン選手権.png	100.16842105263157,38,116.84210526315788	0,0,-1	0,1,0	1,0,0	31.492160526315786	-10	0.2	3.1500000000000004	Wooden_thin	-1:-1	10
11	Images/3998588/table/fixed_GP3シリーズ.png	100.16842105263157,38,116.84210526315788	0,0,-1	0,1,0	1,0,0	-31.492160526315786	-10	0.2	3.1500000000000004	Wooden_thin	-1:-1	11
12	Images/3998588/table/fixed_略歴.png	100.16842105263157,38,116.84210526315788	0,0,-1	0,1,0	1,0,0	-94.47648157894736	-10	0.2	3.1500000000000004	Wooden_thin	-1:-1	12
