ID	data	wallCenter	wallRight	wallUp	wallFront	x	y	z	size	frameTitle	parent	uniqueCode
1	./Images/3491605/title_panel.png	-12.73684210526315,28.656,31.5	1,0,0	0,1,0	0,0,1	0	-2.600999	0.2	1.4	none(caption)	4:3	22
1	./Images/3491605/title_panel.png	-12.73684210526315,28.656,31.5	1,0,0	0,1,0	0,0,1	0	-2.600999	0.2	1.4	none(caption)	4:3	22
1	./Images/3491605/word_cloud.png	-100.16842105263157,38,91.28842105263156	0,0,1	0,1,0	-1,0,0	0	5	0.2	4	Wooden_thin2	-1:-1	23
2	./Images/3491605/HilterTWWalterRauLebensmittelwerke.jpg	0,38,182.11578947368417	1,0,0	0,1,0	0,0,1	-37.584210526315786	-10	0.2	3	Wooden_thin	-1:-1	3
3	./Images/3491605/caption/caption0.png	0,38,182.11578947368417	1,0,0	0,1,0	0,0,1	-15.584210526315786	-20	0.2	0.7	none(caption)	-1:-1	4
4	./Images/3491605/Haller Willem.jpg	0,38,182.11578947368417	1,0,0	0,1,0	0,0,1	47.584210526315786	-10	0.2	3	Wooden_thin	-1:-1	5
5	./Images/3491605/caption/caption1.png	0,38,182.11578947368417	1,0,0	0,1,0	0,0,1	69.58421052631579	-20	0.2	0.7	none(caption)	-1:-1	6
6	Images/3491605/table/fixed_人口推移.png	100.16842105263157,38,92.21052631578945	0,0,-1	0,1,0	1,0,0	0.0	-10	0.2	2.1	Wooden_thin	-1:-1	7
