id	type	x	y	z	theta	gyokaku	range	spotAngle	intensity	color
1	spot	-370.02631578947364	103.5	356.2	0	0	200	90	1.7	0.9938683287942239,0.7746951769597781,0.9969672631298107,1
2	spot	0	103.5	650.7	0	0	200	90	1.7	0.9938683287942239,0.7746951769597781,0.9969672631298107,1
3	spot	329.8631578947368	103.5	343.6	0	0	200	90	1.7	0.9938683287942239,0.7746951769597781,0.9969672631298107,1
3	spot	-185.6815789473684	103.5	689.6684210526315	40	270	200	25	2.0	0.9938683287942239,0.7746951769597781,0.9969672631298107,1
4	spot	336.3631578947368	103.5	706.9612345263157	40	0	200	25	2.0	0.9938683287942239,0.7746951769597781,0.9969672631298107,1
5	spot	336.3631578947368	103.5	543.2700909473684	40	0	200	25	2.0	0.9938683287942239,0.7746951769597781,0.9969672631298107,1
6	spot	336.3631578947368	103.5	379.5789473684211	40	0	200	25	2.0	0.9938683287942239,0.7746951769597781,0.9969672631298107,1
7	spot	336.3631578947368	103.5	215.8878037894737	40	0	200	25	2.0	0.9938683287942239,0.7746951769597781,0.9969672631298107,1
8	spot	336.3631578947368	103.5	52.19666021052643	40	0	200	25	2.0	0.9938683287942239,0.7746951769597781,0.9969672631298107,1
9	spot	-168.1815789473684	103.5	372.0253263157894	60	180	200	40	3.6	0.9938683287942239,0.7746951769597781,0.9969672631298107,1
