id	type	x	y	z	theta	gyokaku	range	spotAngle	intensity	color
1	spot	-82.65789473684211	103.5	83.2	0	0	200	75	1.7	0.800760710160693,0.7916506282637267,0.9170672701943553,1
2	spot	0	103.5	135.9	0	0	200	75	1.7	0.800760710160693,0.7916506282637267,0.9170672701943553,1
3	spot	49.67894736842106	103.5	86.2	0	0	200	60	1.7	0.800760710160693,0.7916506282637267,0.9170672701943553,1
3	spot	-79.31578947368422	103.5	154.54736842105262	40	270	200	25	2.0	0.800760710160693,0.7916506282637267,0.9170672701943553,1
4	spot	-45.58947368421053	103.5	154.54736842105262	40	270	200	25	2.0	0.800760710160693,0.7916506282637267,0.9170672701943553,1
5	spot	-11.863157894736844	103.5	154.54736842105262	40	270	200	25	2.0	0.800760710160693,0.7916506282637267,0.9170672701943553,1
6	spot	21.863157894736844	103.5	154.54736842105262	40	270	200	25	2.0	0.800760710160693,0.7916506282637267,0.9170672701943553,1
7	spot	55.58947368421053	103.5	154.54736842105262	40	270	200	25	2.0	0.800760710160693,0.7916506282637267,0.9170672701943553,1
8	spot	56.17894736842106	103.5	108.63157894736842	40	0	200	25	2.0	0.800760710160693,0.7916506282637267,0.9170672701943553,1
9	spot	-28.08947368421053	103.5	106.46981052631578	60	180	200	40	3.6	0.800760710160693,0.7916506282637267,0.9170672701943553,1
