id	type	x	y	z	theta	gyokaku	range	spotAngle	intensity	color
1	spot	-214.02631578947367	103.5	208.0	0	0	200	90	1.7	0.835569799525432,0.7173567253826378,0.7328219735933207,1
2	spot	0	103.5	354.3	0	0	200	90	1.7	0.835569799525432,0.7173567253826378,0.7328219735933207,1
3	spot	177.76315789473682	103.5	195.4	0	0	200	90	1.7	0.835569799525432,0.7173567253826378,0.7328219735933207,1
3	spot	-186.05263157894734	103.5	381.56842105263155	40	270	200	25	2.0	0.835569799525432,0.7173567253826378,0.7328219735933207,1
4	spot	-109.63157894736841	103.5	381.56842105263155	40	270	200	25	2.0	0.835569799525432,0.7173567253826378,0.7328219735933207,1
5	spot	-33.21052631578948	103.5	381.56842105263155	40	270	200	25	2.0	0.835569799525432,0.7173567253826378,0.7328219735933207,1
6	spot	43.21052631578948	103.5	381.56842105263155	40	270	200	25	2.0	0.835569799525432,0.7173567253826378,0.7328219735933207,1
7	spot	119.63157894736844	103.5	381.56842105263155	40	270	200	25	2.0	0.835569799525432,0.7173567253826378,0.7328219735933207,1
8	spot	184.26315789473682	103.5	404.36097157894733	40	0	200	25	2.0	0.835569799525432,0.7173567253826378,0.7328219735933207,1
9	spot	184.26315789473682	103.5	283.8396221052632	40	0	200	25	2.0	0.835569799525432,0.7173567253826378,0.7328219735933207,1
10	spot	184.26315789473682	103.5	163.3182726315789	40	0	200	25	2.0	0.835569799525432,0.7173567253826378,0.7328219735933207,1
11	spot	184.26315789473682	103.5	42.79692315789475	40	0	200	25	2.0	0.835569799525432,0.7173567253826378,0.7328219735933207,1
12	spot	-92.13157894736841	103.5	219.12972631578947	60	180	200	40	3.6	0.835569799525432,0.7173567253826378,0.7328219735933207,1
