ID	data	wallCenter	wallRight	wallUp	wallFront	x	y	z	size	frameTitle	parent	uniqueCode
1	./Images/2431124/title_panel.png	-61.31578947368419,28.656,30	0,0,1	0,1,0	-1,0,0	0	-2.443498	0.2	1.4	none(caption)	4:3	22
1	./Images/2431124/word_cloud.png	-84.15789473684208,38,91.28842105263156	0,0,1	0,1,0	-1,0,0	63.90189473684209	5	0.2	2.5	Wooden_thin2	-1:-1	23
1	./Images/2431124/Mikuni Ridge and Mt.Fuji 01-2.jpg	-84.15789473684208,38,90.37553684210525	0,0,1	0,1,0	-1,0,0	0	5	0.2	5.6	Wooden_thin2	-1:-1	23
3	./Images/2431124/Mt.Mikuni (Tanzawa) 01.jpg	0,38,182.11578947368417	1,0,0	0,1,0	0,0,1	-52.6315789473684	-10	0.2	1.7732793522267203	Wooden_thin	-1:-1	3
4	./Images/2431124/caption/caption1.png	0,38,182.11578947368417	1,0,0	0,1,0	0,0,1	-39.72064777327934	-20	1.5	0.7	none(caption)	-1:-1	4
5	./Images/2431124/Zunasaka Pass.jpg	0,38,182.11578947368417	1,0,0	0,1,0	0,0,1	-29.57894736842104	-10	0.2	1.7732793522267203	Wooden_thin	-1:-1	5
6	./Images/2431124/caption/caption2.png	0,38,182.11578947368417	1,0,0	0,1,0	0,0,1	-16.668016194331972	-20	1.5	0.7	none(caption)	-1:-1	6
7	./Images/2431124/Mt.Naraki 01.jpg	0,38,182.11578947368417	1,0,0	0,1,0	0,0,1	-6.526315789473685	-10	0.2	1.7732793522267203	Wooden_thin	-1:-1	7
8	./Images/2431124/caption/caption3.png	0,38,182.11578947368417	1,0,0	0,1,0	0,0,1	6.384615384615383	-20	1.5	0.7	none(caption)	-1:-1	8
9	./Images/2431124/Mt.Obora (Mikuni Ridge) 01.jpg	0,38,182.11578947368417	1,0,0	0,1,0	0,0,1	16.52631578947367	-10	0.2	1.7732793522267203	Wooden_thin	-1:-1	9
10	./Images/2431124/caption/caption4.png	0,38,182.11578947368417	1,0,0	0,1,0	0,0,1	29.43724696356274	-20	1.5	0.7	none(caption)	-1:-1	10
11	./Images/2431124/Mt.Hatao 01.jpg	0,38,182.11578947368417	1,0,0	0,1,0	0,0,1	39.57894736842104	-10	0.2	1.7732793522267203	Wooden_thin	-1:-1	11
12	./Images/2431124/caption/caption5.png	0,38,182.11578947368417	1,0,0	0,1,0	0,0,1	52.48987854251011	-20	1.5	0.7	none(caption)	-1:-1	12
13	Images/2431124/table/fixed_INTRO.png	84.15789473684208,38,92.21052631578945	0,0,-1	0,1,0	1,0,0	0.0	-10	0.2	9.450000000000001	Wooden_thin	-1:-1	13
